reaction_id	PlantCyc.ID	side
TRANS-RXN0-237	Ubiquinones	left
TRANS-RXN0-237	PROTON	left
TRANS-RXN0-237	E-	left
TRANS-RXN0-237	Ubiquinols	right
2.4.1.222-RXN	UDP-N-ACETYL-D-GLUCOSAMINE	left
2.4.1.222-RXN	EGF-Domain-Protein-Fuc-Ser-Thr	left
2.4.1.222-RXN	UDP	right
2.4.1.222-RXN	EGF-Domain-Protein-GlcNAC-beta13-Fuc-Ser-Thr	right
2.4.1.222-RXN	PROTON	right
RXN-12401	Xyloglucan	left
RXN-12401	WATER	left
RXN-12401	CPD-13418	right
RXN-12401	CPD-13417	right
RXN-12401	CPD-13377	right
2.7.1.151-RXN	INOSITOL-1-4-5-TRISPHOSPHATE	left
2.7.1.151-RXN	ATP	left
2.7.1.151-RXN	PROTON	right
2.7.1.151-RXN	INOSITOL-1456-TETRAKISPHOSPHATE	right
2.7.1.151-RXN	ADP	right
1.2.3.14-RXN	CPD-692	left
1.2.3.14-RXN	WATER	left
1.2.3.14-RXN	OXYGEN-MOLECULE	left
1.2.3.14-RXN	PROTON	right
1.2.3.14-RXN	CPD-693	right
1.2.3.14-RXN	HYDROGEN-PEROXIDE	right
RXN-15045	OLEOYL-COA	left
RXN-15045	GLYCEROL-3P	left
RXN-15045	L-1-LYSOPHOSPHATIDATE	right
RXN-15045	CO-A	right
HEMEOSYN-RXN	PROTOHEME	left
HEMEOSYN-RXN	FARNESYL-PP	left
HEMEOSYN-RXN	WATER	left
HEMEOSYN-RXN	CPD-17063	right
HEMEOSYN-RXN	PPI	right
RXN-10967	CPD-11932	left
RXN-10967	WATER	left
RXN-10967	CPD-11561	right
RXN-10967	AMP	right
RXN-10967	PROTON	right
ACSERLY-RXN	ACETYLSERINE	left
ACSERLY-RXN	HS	left
ACSERLY-RXN	PROTON	right
ACSERLY-RXN	CYS	right
ACSERLY-RXN	ACET	right
ACETATE--COA-LIGASE-RXN	CO-A	left
ACETATE--COA-LIGASE-RXN	ACET	left
ACETATE--COA-LIGASE-RXN	ATP	left
ACETATE--COA-LIGASE-RXN	ACETYL-COA	right
ACETATE--COA-LIGASE-RXN	PPI	right
ACETATE--COA-LIGASE-RXN	AMP	right
RXN-20616	S-ADENOSYLMETHIONINE	left
RXN-20616	Histone-H3-K4	left
RXN-20616	ADENOSYL-HOMO-CYS	right
RXN-20616	Histone-H3-K4m3	right
RXN-20616	PROTON	right
RXN-9222	ALL-TRANS-HEPTAPRENYL-DIPHOSPHATE	left
RXN-9222	4-hydroxybenzoate	left
RXN-9222	CPD-9852	right
RXN-9222	PPI	right
RXN-22839	2-KETOGLUTARATE	left
RXN-22839	Protein-Histidines	left
RXN-22839	OXYGEN-MOLECULE	left
RXN-22839	Protein-S3-hydroxy-L-histidine	right
RXN-22839	CARBON-DIOXIDE	right
RXN-22839	SUC	right
RXN-8090	CPD-7614	left
RXN-8090	OXYGEN-MOLECULE	left
RXN-8090	WATER	left
RXN-8090	PROTON	right
RXN-8090	CPD-7615	right
RXN-8090	HYDROGEN-PEROXIDE	right
RXN-8325	CPD-8093	left
RXN-8325	OXYGEN-MOLECULE	left
RXN-8325	FERROCYTOCHROME-B5	left
RXN-8325	PROTON	left
RXN-8325	1-183-2-183-SN-GLYCEROL-PHOSPHOCHOLINE	right
RXN-8325	WATER	right
RXN-8325	FERRICYTOCHROME-B5	right
RXN-7740	CPD-7061	left
RXN-7740	OXYGEN-MOLECULE	left
RXN-7740	Reduced-ferredoxins	left
RXN-7740	PROTON	left
RXN-7740	CPD-7063	right
RXN-7740	Oxidized-ferredoxins	right
RXN-20150	Protein-S-Acyl-Cysteines	left
RXN-20150	ACETYL-COA	left
RXN-20150	3-Oxoacyl-CoAs	right
RXN-20150	PROT-CYS	right
RXN-14188	5-HYDROXY-CTP	left
RXN-14188	WATER	left
RXN-14188	CPD-15158	right
RXN-14188	PPI	right
RXN-14188	PROTON	right
RXN-13417	N-4-aminobutylidene-eIF5A-lysine	left
RXN-13417	NADH	left
RXN-13417	PROTON	left
RXN-13417	CPD-9973	right
RXN-13417	NAD	right
RXN-16049	CPD-17293	left
RXN-16049	OXYGEN-MOLECULE	left
RXN-16049	Reduced-ferredoxins	left
RXN-16049	PROTON	left
RXN-16049	CPD-17292	right
RXN-16049	WATER	right
RXN-16049	Oxidized-ferredoxins	right
RXN-16805	Ferrihemoglobins	left
RXN-16805	NITRIC-OXIDE	left
RXN-16805	OH	left
RXN-16805	Ferrohemoglobins	right
RXN-16805	NITRITE	right
RXN-16805	PROTON	right
RXN0-5289	GLYCERATE	left
RXN0-5289	NAD	left
RXN0-5289	CPD-26279	right
RXN0-5289	NADH	right
RXN0-5289	PROTON	right
RXN-5861	TYR	left
RXN-5861	OXYGEN-MOLECULE	left
RXN-5861	L-DIHYDROXY-PHENYLALANINE	right
RXN0-724	FORMATE	left
RXN0-724	UTP	left
RXN0-724	PROTON	left
RXN0-724	DUTP	right
RXN0-724	CARBON-DIOXIDE	right
RXN0-724	WATER	right
RXN-7590	CPD-6202	left
RXN-7590	2-KETOGLUTARATE	left
RXN-7590	OXYGEN-MOLECULE	left
RXN-7590	CPD-6201	right
RXN-7590	SUC	right
RXN-7590	CARBON-DIOXIDE	right
RXN-7590	WATER	right
RXN-22486	CMP-KDO	left
RXN-22486	Lipid-IVA	left
RXN-22486	Kdo-2-6-Lipid-IVA	right
RXN-22486	CMP	right
RXN-22486	PROTON	right
RXN-18916	Man8GlcNAc2-protein-A123B13	left
RXN-18916	WATER	left
RXN-18916	Man7GlcNAc2-protein-A123B3	right
RXN-18916	CPD-12601	right
RXN-11534	CPD-717	left
RXN-11534	NADP	left
RXN-11534	CPD-12496	right
RXN-11534	NADPH	right
RXN-11534	PROTON	right
RXN-7792	CPD-13612	left
RXN-7792	ACYL-COA	left
RXN-7792	CPD3DJ-82	right
RXN-7792	CO-A	right
RXN-7792	PROTON	right
RXN-14380	Alpha-6-alpha-14-glucans	left
RXN-14380	WATER	left
RXN-14380	Malto-Oligosaccharides	right
RXN-14380	Alpha-6-alpha-14-glucans	right
RXN-5164	CPD-4943	left
RXN-5164	NADP	left
RXN-5164	CPD-4942	right
RXN-5164	NADPH	right
RXN-5164	PROTON	right
RXN-13938	CPD-7061	left
RXN-13938	WATER	left
RXN-13938	PROTON	left
RXN-13938	CPD-14963	right
RXN-13938	METOH	right
RXN-7800	PROTON	left
RXN-7800	CPD-7100	left
RXN-7800	2K-4CH3-PENTANOATE	right
RXN-7800	CARBON-DIOXIDE	right
RXN-7697	Very-long-Chain-234-Saturated-acyl-CoAs	left
RXN-7697	MALONYL-COA	left
RXN-7697	Very-Long-Chain-oxoacyl-CoAs	right
RXN-7697	CARBON-DIOXIDE	right
RXN-7697	CO-A	right
FUMARYLACETOACETASE-RXN	WATER	left
FUMARYLACETOACETASE-RXN	4-FUMARYL-ACETOACETATE	left
FUMARYLACETOACETASE-RXN	PROTON	right
FUMARYLACETOACETASE-RXN	FUM	right
FUMARYLACETOACETASE-RXN	3-KETOBUTYRATE	right
PSERPHOSPHA-RXN	Phosphoserines	left
PSERPHOSPHA-RXN	WATER	left
PSERPHOSPHA-RXN	PROTON	left
PSERPHOSPHA-RXN	Serines	right
PSERPHOSPHA-RXN	Pi	right
RXN-17697	CPD-12575	left
RXN-17697	CPD-7630	left
RXN-17697	CPD-19110	right
RXN-17697	UDP	right
RXN-17697	PROTON	right
4.2.1.61-RXN	R-3-Hydroxypalmitoyl-ACPs	left
4.2.1.61-RXN	WATER	right
4.2.1.61-RXN	2-Hexadecenoyl-ACPs	right
RXN-5282	MG-PROTOPORPHYRIN-MONOMETHYL-ESTER	left
RXN-5282	OXYGEN-MOLECULE	left
RXN-5282	NADPH	left
RXN-5282	PROTON	left
RXN-5282	13-HYDROXY-MAGNESIUM-PROTOPORP	right
RXN-5282	NADP	right
RXN-5282	WATER	right
RXN0-2023	tRNA-uridine34	left
RXN0-2023	MnmA-Sulfanyl-Cysteine	left
RXN0-2023	ATP	left
RXN0-2023	Donor-H2	left
RXN0-2023	tRNA-2-thiouridine34	right
RXN0-2023	MnmA-Cysteine	right
RXN0-2023	AMP	right
RXN0-2023	PPI	right
RXN0-2023	Acceptor	right
RXN0-2023	PROTON	right
RXN-17486	MONO-VINYL-PROTOCHLOROPHYLLIDE-A	left
RXN-17486	Oxidized-ferredoxins	left
RXN-17486	DIVINYL-PROTOCHLOROPHYLLIDE-A	right
RXN-17486	Reduced-ferredoxins	right
RXN-17486	PROTON	right
ALKANE-1-MONOOXYGENASE-RXN	CPD-148	left
ALKANE-1-MONOOXYGENASE-RXN	OXYGEN-MOLECULE	left
ALKANE-1-MONOOXYGENASE-RXN	Reduced-Rubredoxins	left
ALKANE-1-MONOOXYGENASE-RXN	PROTON	left
ALKANE-1-MONOOXYGENASE-RXN	OCTANOL	right
ALKANE-1-MONOOXYGENASE-RXN	WATER	right
ALKANE-1-MONOOXYGENASE-RXN	Oxidized-Rubredoxins	right
RXN-17679	2R-3R-Dihydroflavonols	left
RXN-17679	2-KETOGLUTARATE	left
RXN-17679	OXYGEN-MOLECULE	left
RXN-17679	Flavonols	right
RXN-17679	SUC	right
RXN-17679	CARBON-DIOXIDE	right
RXN-17679	WATER	right
PSERTRANSAM-RXN	3-P-SERINE	left
PSERTRANSAM-RXN	2-KETOGLUTARATE	left
PSERTRANSAM-RXN	GLT	right
PSERTRANSAM-RXN	3-P-HYDROXYPYRUVATE	right
3-ISOPROPYLMALDEHYDROG-RXN	2-D-THREO-HYDROXY-3-CARBOXY-ISOCAPROATE	left
3-ISOPROPYLMALDEHYDROG-RXN	NAD	left
3-ISOPROPYLMALDEHYDROG-RXN	CPD-7100	right
3-ISOPROPYLMALDEHYDROG-RXN	NADH	right
3-ISOPROPYLMALDEHYDROG-RXN	PROTON	right
RXN-22319	CPD-24335	left
RXN-22319	ACET	right
RXN-22319	PROTON	right
3.6.1.17-RXN	CPD-609	left
3.6.1.17-RXN	WATER	left
3.6.1.17-RXN	PROTON	right
3.6.1.17-RXN	GTP	right
3.6.1.17-RXN	GMP	right
PANTOATE-BETA-ALANINE-LIG-RXN	B-ALANINE	left
PANTOATE-BETA-ALANINE-LIG-RXN	L-PANTOATE	left
PANTOATE-BETA-ALANINE-LIG-RXN	ATP	left
PANTOATE-BETA-ALANINE-LIG-RXN	PROTON	right
PANTOATE-BETA-ALANINE-LIG-RXN	PANTOTHENATE	right
PANTOATE-BETA-ALANINE-LIG-RXN	PPI	right
PANTOATE-BETA-ALANINE-LIG-RXN	AMP	right
RXN-13193	CPD1F-130	left
RXN-13193	Reduced-ferredoxins	left
RXN-13193	PROTON	left
RXN-13193	OXYGEN-MOLECULE	left
RXN-13193	CPD1F-133	right
RXN-13193	Oxidized-ferredoxins	right
RXN-13193	WATER	right
RXN-16313	S-ubiquitinyl-E3-independent-E2-Cys	left
RXN-16313	Protein-L-lysine	left
RXN-16313	PROTEIN-N-UBIQUITYL-LYSINE	right
RXN-16313	E3-independent-Ubiquitin-E2-L-cysteine	right
RXN-16313	PROTON	right
RXN-2543	GAMA-TOCOPHEROL	left
RXN-2543	DMPBQ	right
RXN-12863	CPD-13907	left
RXN-12863	HYDROGEN-PEROXIDE	left
RXN-12863	L-THREONATE	right
RXN-12863	OXALATE	right
RXN-12863	PROTON	right
RXN-17811	N6-Methyladenine-containing-mRNAs	left
RXN-17811	2-KETOGLUTARATE	left
RXN-17811	OXYGEN-MOLECULE	left
RXN-17811	mRNA-Adenines	right
RXN-17811	FORMALDEHYDE	right
RXN-17811	SUC	right
RXN-17811	CARBON-DIOXIDE	right
PROCOLLAGEN-LYSINE-5-DIOXYGENASE-RXN	PROCOLLAGEN-L-LYSINE	left
PROCOLLAGEN-LYSINE-5-DIOXYGENASE-RXN	OXYGEN-MOLECULE	left
PROCOLLAGEN-LYSINE-5-DIOXYGENASE-RXN	2-KETOGLUTARATE	left
PROCOLLAGEN-LYSINE-5-DIOXYGENASE-RXN	PROCOLLAGEN-5-HYDROXY-L-LYSINE	right
PROCOLLAGEN-LYSINE-5-DIOXYGENASE-RXN	CARBON-DIOXIDE	right
PROCOLLAGEN-LYSINE-5-DIOXYGENASE-RXN	SUC	right
RXN0-6554	DI-H-OROTATE	left
RXN0-6554	Menaquinones	left
RXN0-6554	OROTATE	right
RXN0-6554	Menaquinols	right
RXN3O-54	S-ADENOSYLMETHIONINE	left
RXN3O-54	2-HEXAPRENYL-6-METHOXY-14-BENZOQUINOL	left
RXN3O-54	PROTON	right
RXN3O-54	2-HEXAPRENYL-3-METHYL-6-METHOXY-14-BENZ	right
RXN3O-54	ADENOSYL-HOMO-CYS	right
RXN-18966	CPD-20425	left
RXN-18966	CPD-7851	right
RXN-18966	WATER	right
PREPHENATE-DEHYDROGENASE-NADP+-RXN	PREPHENATE	left
PREPHENATE-DEHYDROGENASE-NADP+-RXN	NADP	left
PREPHENATE-DEHYDROGENASE-NADP+-RXN	P-HYDROXY-PHENYLPYRUVATE	right
PREPHENATE-DEHYDROGENASE-NADP+-RXN	CARBON-DIOXIDE	right
PREPHENATE-DEHYDROGENASE-NADP+-RXN	NADPH	right
RXN-4141	2R-HYDROPEROXY-FATTY-ACIDS	left
RXN-4141	Donor-H2	left
RXN-4141	2R-Hydroxy-Fatty-Acids	right
RXN-4141	WATER	right
RXN-4141	Acceptor	right
RXN-18700	URM1	left
RXN-18700	ATP	left
RXN-18700	PROTON	left
RXN-18700	Carboxyadenylated-URM1	right
RXN-18700	PPI	right
RXN-4733	CPD-12575	left
RXN-4733	CPD-4441	left
RXN-4733	PROTON	right
RXN-4733	CPD-4618	right
RXN-4733	UDP	right
GLUTATHIONE-SYN-RXN	GLY	left
GLUTATHIONE-SYN-RXN	L-GAMMA-GLUTAMYLCYSTEINE	left
GLUTATHIONE-SYN-RXN	ATP	left
GLUTATHIONE-SYN-RXN	PROTON	right
GLUTATHIONE-SYN-RXN	GLUTATHIONE	right
GLUTATHIONE-SYN-RXN	Pi	right
GLUTATHIONE-SYN-RXN	ADP	right
3.2.1.96-RXN	High-Mannose-N-Glycans	left
3.2.1.96-RXN	WATER	left
3.2.1.96-RXN	CPD-8541	right
3.2.1.96-RXN	Polymannose-GlcNAc	right
RXN-22826	C27-Steroids	left
RXN-22826	OXYGEN-MOLECULE	left
RXN-22826	Red-NADPH-Hemoprotein-Reductases	left
RXN-22826	C27-22S-hydroxysteroid	right
RXN-22826	WATER	right
RXN-22826	Ox-NADPH-Hemoprotein-Reductases	right
RXN-13139	ATP	left
RXN-13139	CPD0-2474	left
RXN-13139	NADPH	right
RXN-13139	ADP	right
RXN-13139	Pi	right
RXN-13139	PROTON	right
RXN-24006	Protein-Dithiols	left
RXN-24006	Ox-Thioredoxin	left
RXN-24006	Protein-Disulfides	right
RXN-24006	Red-Thioredoxin	right
RXN-14455	CU+	left
RXN-14455	ATP	left
RXN-14455	WATER	left
RXN-14455	CU+	right
RXN-14455	ADP	right
RXN-14455	Pi	right
RXN-14455	PROTON	right
TRANS-RXN-395	PROTON	left
TRANS-RXN-395	PROTON	right
RXN-6425	CPD-6123	left
RXN-6425	PROTON	right
RXN-6425	CPD-6122	right
3.2.1.1-RXN	Starch	left
3.2.1.1-RXN	WATER	left
3.2.1.1-RXN	MALTOSE	right
3.2.1.1-RXN	Glucose	right
RXN-11354	CPD-7535	left
RXN-11354	CPD-7526	right
RXN-22350	CPD-24359	left
RXN-22350	CPD-24359	right
RXN-17007	CPD-6947	left
RXN-17007	NADPH	left
RXN-17007	PROTON	left
RXN-17007	CPD-12830	right
RXN-17007	NADP	right
RXN-20594	Histone-H3-K4m3	left
RXN-20594	2-KETOGLUTARATE	left
RXN-20594	OXYGEN-MOLECULE	left
RXN-20594	Histone-H3-K4	right
RXN-20594	SUC	right
RXN-20594	FORMALDEHYDE	right
RXN-20594	CARBON-DIOXIDE	right
RXN-9669	Oleoyl-lipid	left
RXN-9669	FERROCYTOCHROME-B5	left
RXN-9669	OXYGEN-MOLECULE	left
RXN-9669	PROTON	left
RXN-9669	Linoleoyl-groups	right
RXN-9669	FERRICYTOCHROME-B5	right
RXN-9669	WATER	right
RXN-15745	ETR-Quinones	left
RXN-15745	GLYCEROL-3P	left
RXN-15745	ETR-Quinols	right
RXN-15745	DIHYDROXY-ACETONE-PHOSPHATE	right
RXN-7143	CPD-3141	left
RXN-7143	CPD-4211	left
RXN-7143	CPD-6644	right
RXN-7143	PPI	right
RXN66-475	R2-2OH-Straight-Chain-234-Sat-FA-CoA	left
RXN66-475	Odd-Straight-Chain-234-Sat-FALD	right
RXN66-475	FORMYL-COA	right
ALLANTOATE-DEIMINASE-RXN	PROTON	left
ALLANTOATE-DEIMINASE-RXN	ALLANTOATE	left
ALLANTOATE-DEIMINASE-RXN	WATER	left
ALLANTOATE-DEIMINASE-RXN	CPD0-2298	right
ALLANTOATE-DEIMINASE-RXN	AMMONIUM	right
ALLANTOATE-DEIMINASE-RXN	CARBON-DIOXIDE	right
RXN-24403	CPD-12575	left
RXN-24403	CPD-26986	left
RXN-24403	CPD-26990	right
RXN-24403	UDP	right
RXN-24403	PROTON	right
RXN-8475	CPD-12575	left
RXN-8475	CPD-8664	left
RXN-8475	CPD-8665	right
RXN-8475	UDP	right
RXN-11263	S-ADENOSYLMETHIONINE	left
RXN-11263	CPD-11667	left
RXN-11263	PROTON	right
RXN-11263	CPD-11668	right
RXN-11263	ADENOSYL-HOMO-CYS	right
2.4.1.46-RXN	CPD-14553	left
2.4.1.46-RXN	DIACYLGLYCEROL	left
2.4.1.46-RXN	D-Galactosyl-12-diacyl-glycerols	right
2.4.1.46-RXN	UDP	right
2.4.1.46-RXN	PROTON	right
RXN-13564	ARG	left
RXN-13564	NADPH	left
RXN-13564	PROTON	left
RXN-13564	OXYGEN-MOLECULE	left
RXN-13564	CPD-13518	right
RXN-13564	NADP	right
RXN-13564	WATER	right
RXN-6201	PROTON	left
RXN-6201	CPD-5821	left
RXN-6201	S-ALLANTOIN	right
RXN-6201	CARBON-DIOXIDE	right
RXNQT-4395	WATER	left
RXNQT-4395	CPD0-1422	left
RXNQT-4395	Pi	right
RXNQT-4395	CPD66-34	right
RXN-11627	UDP-N-ACETYL-D-GLUCOSAMINE	left
RXN-11627	Hyaluronan-glucuronate-terminal	left
RXN-11627	Hyaluronan-NAc-glucosaminide	right
RXN-11627	UDP	right
2.4.1.221-RXN	CPD-13118	left
2.4.1.221-RXN	Protein-L-serines	left
2.4.1.221-RXN	GDP	right
2.4.1.221-RXN	L-fucose-protein-serine	right
2.4.1.221-RXN	PROTON	right
NITRIC-OXIDE-SYNTHASE-RXN	ARG	left
NITRIC-OXIDE-SYNTHASE-RXN	NADPH	left
NITRIC-OXIDE-SYNTHASE-RXN	PROTON	left
NITRIC-OXIDE-SYNTHASE-RXN	OXYGEN-MOLECULE	left
NITRIC-OXIDE-SYNTHASE-RXN	L-CITRULLINE	right
NITRIC-OXIDE-SYNTHASE-RXN	NITRIC-OXIDE	right
NITRIC-OXIDE-SYNTHASE-RXN	NADP	right
NITRIC-OXIDE-SYNTHASE-RXN	WATER	right
RXN-11357	CPD-7524	left
RXN-11357	ETR-Quinones	left
RXN-11357	CPD-7496	right
RXN-11357	ETR-Quinols	right
RXN-5822	NADP	left
RXN-5822	WATER	left
RXN-5822	NAD	right
RXN-5822	Pi	right
2.7.1.68-RXN	CPD-1108	left
2.7.1.68-RXN	ATP	left
2.7.1.68-RXN	PHOSPHATIDYL-MYO-INOSITOL-45-BISPHOSPHA	right
2.7.1.68-RXN	ADP	right
2.7.1.68-RXN	PROTON	right
RXN-9283	CPD-9899	left
RXN-9283	PROTON	left
RXN-9283	2-OCTAPRENYL-6-METHOXYPHENOL	right
RXN-9283	CARBON-DIOXIDE	right
BRANCHED-CHAINAMINOTRANSFERVAL-RXN	VAL	left
BRANCHED-CHAINAMINOTRANSFERVAL-RXN	2-KETOGLUTARATE	left
BRANCHED-CHAINAMINOTRANSFERVAL-RXN	GLT	right
BRANCHED-CHAINAMINOTRANSFERVAL-RXN	2-KETO-ISOVALERATE	right
RXN-1623	ACYL-COA	left
RXN-1623	ACYL-SN-GLYCEROL-3P	left
RXN-1623	L-PHOSPHATIDATE	right
RXN-1623	CO-A	right
RXN-17402	CPD-13696	left
RXN-17402	NAD	left
RXN-17402	CPD-18821	right
RXN-17402	NADH	right
RXN-17402	PROTON	right
RXN-15878	HYDROXY-METHYL-BUTENYL-DIP	left
RXN-15878	Oxidized-flavodoxins	left
RXN-15878	WATER	left
RXN-15878	PROTON	left
RXN-15878	2C-METH-D-ERYTHRITOL-CYCLODIPHOSPHATE	right
RXN-15878	Reduced-flavodoxins	right
RXNQT-4343	CPDQT-273	left
RXNQT-4343	OXYGEN-MOLECULE	left
RXNQT-4343	Donor-H2	left
RXNQT-4343	CPDQT-421	right
RXNQT-4343	WATER	right
RXNQT-4343	Acceptor	right
HOMOCYSTEINE-DESULFHYDRASE-RXN	WATER	left
HOMOCYSTEINE-DESULFHYDRASE-RXN	HOMO-CYS	left
HOMOCYSTEINE-DESULFHYDRASE-RXN	HS	right
HOMOCYSTEINE-DESULFHYDRASE-RXN	2-OXOBUTANOATE	right
HOMOCYSTEINE-DESULFHYDRASE-RXN	AMMONIUM	right
RXN-13974	UDP-D-XYLOSE	left
RXN-13974	CPD-14998	left
RXN-13974	PROTON	right
RXN-13974	UDP	right
RXN-13974	CPD-15012	right
RXN0-5114	3-P-SERINE	left
RXN0-5114	WATER	left
RXN0-5114	SER	right
RXN0-5114	Pi	right
RXN-20439	CPD-4184	left
RXN-20439	NADP	left
RXN-20439	CPD-4183	right
RXN-20439	NADPH	right
RXN-20439	PROTON	right
TOCOPHEROL-O-METHYLTRANSFERASE-RXN	S-ADENOSYLMETHIONINE	left
TOCOPHEROL-O-METHYLTRANSFERASE-RXN	GAMA-TOCOPHEROL	left
TOCOPHEROL-O-METHYLTRANSFERASE-RXN	PROTON	right
TOCOPHEROL-O-METHYLTRANSFERASE-RXN	ADENOSYL-HOMO-CYS	right
TOCOPHEROL-O-METHYLTRANSFERASE-RXN	ALPHA-TOCOPHEROL	right
ALDEHYDE-REDUCTASE-RXN	Sugar-alcohols	left
ALDEHYDE-REDUCTASE-RXN	NAD-P-OR-NOP	left
ALDEHYDE-REDUCTASE-RXN	Aldoses	right
ALDEHYDE-REDUCTASE-RXN	NADH-P-OR-NOP	right
ALDEHYDE-REDUCTASE-RXN	PROTON	right
XANTHOSINEPHOSPHORY-RXN	XANTHOSINE	left
XANTHOSINEPHOSPHORY-RXN	Pi	left
XANTHOSINEPHOSPHORY-RXN	XANTHINE	right
XANTHOSINEPHOSPHORY-RXN	RIBOSE-1P	right
SUCROSE-SYNTHASE-RXN	CPD-12575	left
SUCROSE-SYNTHASE-RXN	BETA-D-FRUCTOSE	left
SUCROSE-SYNTHASE-RXN	SUCROSE	right
SUCROSE-SYNTHASE-RXN	UDP	right
SUCROSE-SYNTHASE-RXN	PROTON	right
RXN-14639	S-ADENOSYLMETHIONINE	left
RXN-14639	CPD-15476	left
RXN-14639	PROTON	right
RXN-14639	ADENOSYL-HOMO-CYS	right
RXN-14639	CPD-15474	right
RXN-20695	1-Cys-Peroxiredoxin-L-hydroxycysteine	left
RXN-20695	GST-S-glutathione	left
RXN-20695	Donor-H2	left
RXN-20695	1-Cys-Peroxiredoxin-S-S-G	right
RXN-20695	GST-L-cysteine	right
RXN-20695	WATER	right
RXN-20695	Acceptor	right
RXN-12753	NADH	left
RXN-12753	WATER	left
RXN-12753	CPD-653	right
RXN-12869	L-DEHYDRO-ASCORBATE	left
RXN-12869	OXYGEN-MOLECULE	left
RXN-12869	CPD-13914	right
RXN-22729	CPD-9517	left
RXN-22729	ANTHRANILATE	right
RXN-22729	PYRUVATE	right
RXN-22729	PROTON	right
DUTP-PYROP-RXN	DUTP	left
DUTP-PYROP-RXN	WATER	left
DUTP-PYROP-RXN	PROTON	right
DUTP-PYROP-RXN	DUMP	right
DUTP-PYROP-RXN	PPI	right
ABC-25-RXN	ATP	left
ABC-25-RXN	PUTRESCINE	left
ABC-25-RXN	WATER	left
ABC-25-RXN	ADP	right
ABC-25-RXN	Pi	right
ABC-25-RXN	PUTRESCINE	right
ABC-25-RXN	PROTON	right
RXN-6142	CPD-12575	left
RXN-6142	P-AMINO-BENZOATE	left
RXN-6142	CPD-5804	right
RXN-6142	UDP	right
RXN-17889	Charged-ARG-tRNAs	left
RXN-17889	Proteins-With-N-Terminal-Asp	left
RXN-17889	ARG-tRNAs	right
RXN-17889	L-arginyl-L-aspartyl-Peptides	right
RXN-17889	PROTON	right
RXN-8473	CPD-12575	left
RXN-8473	CPD-8663	left
RXN-8473	CPD-8667	right
RXN-8473	UDP	right
SAICARSYN-RXN	ATP	left
SAICARSYN-RXN	PHOSPHORIBOSYL-CARBOXY-AMINOIMIDAZOLE	left
SAICARSYN-RXN	L-ASPARTATE	left
SAICARSYN-RXN	PROTON	right
SAICARSYN-RXN	ADP	right
SAICARSYN-RXN	Pi	right
SAICARSYN-RXN	P-RIBOSYL-4-SUCCCARB-AMINOIMIDAZOLE	right
RXN0-1133	ACETYL-COA	left
RXN0-1133	Pyruvate-dehydrogenase-dihydrolipoate	left
RXN0-1133	CO-A	right
RXN0-1133	Pyruvate-dehydrogenase-acetylDHlipoyl	right
RXN-4305	CPD-4211	left
RXN-4305	ADP	left
RXN-4305	CPD-4203	right
RXN-4305	PPI	right
RXN-3645	S-ADENOSYLMETHIONINE	left
RXN-3645	CPD-3141	left
RXN-3645	PROTON	right
RXN-3645	BIOCHANIN-A	right
RXN-3645	ADENOSYL-HOMO-CYS	right
RXN-14206	4a-Hydroxytetrahydrobiopterins	left
RXN-14206	6-7-Dihydrobiopterins	right
RXN-14206	WATER	right
SPERMINE-SYNTHASE-RXN	SPERMIDINE	left
SPERMINE-SYNTHASE-RXN	S-ADENOSYLMETHIONINAMINE	left
SPERMINE-SYNTHASE-RXN	PROTON	right
SPERMINE-SYNTHASE-RXN	SPERMINE	right
SPERMINE-SYNTHASE-RXN	5-METHYLTHIOADENOSINE	right
RXN-11483	Pimeloyl-ACP-methyl-esters	left
RXN-11483	WATER	left
RXN-11483	Pimeloyl-ACPs	right
RXN-11483	METOH	right
RXN-11483	PROTON	right
SULFATE-ADENYLYLTRANSFERASE-ADP-RXN	SULFATE	left
SULFATE-ADENYLYLTRANSFERASE-ADP-RXN	PROTON	left
SULFATE-ADENYLYLTRANSFERASE-ADP-RXN	ADP	left
SULFATE-ADENYLYLTRANSFERASE-ADP-RXN	APS	right
SULFATE-ADENYLYLTRANSFERASE-ADP-RXN	Pi	right
RXN-11760	CPD-12725	left
RXN-11760	WATER	left
RXN-11760	CPD-12724	right
RXN-11760	D-Glucopyranuronate	right
RXN-7241	MI-HEXAKISPHOSPHATE	left
RXN-7241	WATER	left
RXN-7241	CPD-6741	right
RXN-7241	Pi	right
RXN-12965	CPD-14010	left
RXN-12965	CPD-8186	right
RXN-12965	CO-A	right
RXN-17911	Cyclic-Phosphate-Terminated-RNAs	left
RXN-17911	WATER	left
RXN-17911	3-Prime-Phosphate-Terminated-RNAs	right
RXN-17911	PROTON	right
RXN-22775	CPD-15374	left
RXN-22775	VAL	left
RXN-22775	CPD-25236	right
RXN-22775	WATER	right
ADENYLYLSULFKIN-RXN	APS	left
ADENYLYLSULFKIN-RXN	ATP	left
ADENYLYLSULFKIN-RXN	PROTON	right
ADENYLYLSULFKIN-RXN	PAPS	right
ADENYLYLSULFKIN-RXN	ADP	right
2.7.1.134-RXN	CPD-178	left
2.7.1.134-RXN	ATP	left
2.7.1.134-RXN	PROTON	right
2.7.1.134-RXN	CPD-1107	right
2.7.1.134-RXN	ADP	right
FUMHYDR-RXN	MAL	left
