reaction_id	PlantCyc.ID	side
RXN-14834	S-ADENOSYLMETHIONINE	left
RXN-14834	CPD-8924	left
RXN-14834	CPD-15741	right
RXN-14834	ADENOSYL-HOMO-CYS	right
RXN-14834	PROTON	right
RXN-12362	BUTANOL	left
RXN-12362	ACETYL-COA	left
RXN-12362	CPD-13346	right
RXN-12362	CO-A	right
RXN-18624	CPD-19899	left
RXN-18624	ACETYL-COA	left
RXN-18624	CPD-19895	right
RXN-18624	CO-A	right
RXN-16393	DODECANOATE	left
RXN-16393	CO-A	left
RXN-16393	ATP	left
RXN-16393	LAUROYLCOA-CPD	right
RXN-16393	PPI	right
RXN-16393	AMP	right
MBCOA-DHLIPOAMIDE-RXN	2-METHYL-BUTYRYL-COA	left
MBCOA-DHLIPOAMIDE-RXN	BCAA-dehydrogenase-DH-lipoyl	left
MBCOA-DHLIPOAMIDE-RXN	BCAA-dehydrogenase-2MB-DH-lipoyl	right
MBCOA-DHLIPOAMIDE-RXN	CO-A	right
1.1.1.178-RXN	NAD	left
1.1.1.178-RXN	2-METHYL-3-HYDROXY-BUTYRYL-COA	left
1.1.1.178-RXN	PROTON	right
1.1.1.178-RXN	NADH	right
1.1.1.178-RXN	2-METHYL-ACETO-ACETYL-COA	right
RXN-15131	L-CYSTATHIONINE	left
RXN-15131	2-AMINOACRYLATE	right
RXN-15131	HOMO-CYS	right
RXN-12064	INDOLE-3-ACETALDOXIME	left
RXN-12064	CPD-13028	right
RXN-24256	COUMARATE	left
RXN-24256	WATER	left
RXN-24256	CPD-26833	right
RXN-8138	CPD-7137	left
RXN-8138	CAFFEOYL-COA	left
RXN-8138	CPD-7140	right
RXN-8138	CO-A	right
RXN-23918	CPD-20105	left
RXN-23918	GLN-tRNAs	left
RXN-23918	L-glutamyl-tRNAGln	right
RXN-23918	AMP	right
RXN-23918	PROTON	right
RXN-8277	CPD-8046	left
RXN-8277	CPD-458	left
RXN-8277	CPD-8047	right
RXN-8277	MYO-INOSITOL	right
RXN-12816	CPD-13853	left
RXN-12816	WATER	left
RXN-12816	CPD-12365	right
RXN-12816	Pi	right
RXN-12816	PROTON	right
RXN-8022	CPD1F-98	left
RXN-8022	Acceptor	left
RXN-8022	NEUROSPORENE	right
RXN-8022	Donor-H2	right
12-OXOPHYTODIENOATE-REDUCTASE-RXN	NADP	left
12-OXOPHYTODIENOATE-REDUCTASE-RXN	CPD-730	left
12-OXOPHYTODIENOATE-REDUCTASE-RXN	PROTON	right
12-OXOPHYTODIENOATE-REDUCTASE-RXN	NADPH	right
12-OXOPHYTODIENOATE-REDUCTASE-RXN	CPD-729	right
RXN-20921	CPD-9445	left
RXN-20921	WATER	left
RXN-20921	CPD-22540	right
RXN-20921	PPI	right
ISOVALERYLCOA-DHLIPOAMIDE-RXN	ISOVALERYL-COA	left
ISOVALERYLCOA-DHLIPOAMIDE-RXN	BCAA-dehydrogenase-DH-lipoyl	left
ISOVALERYLCOA-DHLIPOAMIDE-RXN	BCAA-dehydrogenase-3MB-DH-lipoyl	right
ISOVALERYLCOA-DHLIPOAMIDE-RXN	CO-A	right
ACSERLY-RXN	ACETYLSERINE	left
ACSERLY-RXN	HS	left
ACSERLY-RXN	PROTON	right
ACSERLY-RXN	CYS	right
ACSERLY-RXN	ACET	right
RXN-21168	CPD-4182	left
RXN-21168	OXYGEN-MOLECULE	left
RXN-21168	Red-NADPH-Hemoprotein-Reductases	left
RXN-21168	CPD-22767	right
RXN-21168	WATER	right
RXN-21168	Ox-NADPH-Hemoprotein-Reductases	right
RXN-18124	CPD-19432	left
RXN-18124	Donor-H2	left
RXN-18124	CPD-19431	right
RXN-18124	Acceptor	right
RXN-15319	CPD-15291	left
RXN-15319	CPD-16531	right
RXN-18120	CPD-7616	left
RXN-18120	TYRAMINE	left
RXN-18120	CPD-19419	right
RXN-18120	WATER	right
RXN-18120	PROTON	right
RXNQT-4362	CPDQT-435	left
RXNQT-4362	WATER	left
RXNQT-4362	CPDQT-436	right
RXNQT-4362	CPDQT-331	right
RXNQT-4362	GLT	right
RXNQT-4362	GLY	right
RXN-8488	CPD-8670	left
RXN-8488	OXYGEN-MOLECULE	left
RXN-8488	ASCORBATE	left
RXN-8488	CPD-8671	right
RXN-8488	WATER	right
RXN-8488	L-DEHYDRO-ASCORBATE	right
DADPKIN-RXN	DADP	left
DADPKIN-RXN	ATP	left
DADPKIN-RXN	DATP	right
DADPKIN-RXN	ADP	right
RXN-4443	Long-Chain-Alkanes	left
RXN-4443	OXYGEN-MOLECULE	left
RXN-4443	Red-NADPH-Hemoprotein-Reductases	left
RXN-4443	Long-chain-alcohols	right
RXN-4443	Ox-NADPH-Hemoprotein-Reductases	right
RXN-4443	WATER	right
RXN-14124	CPD-3708	left
RXN-14124	WATER	left
RXN-14124	GUANOSINE	right
RXN-14124	Pi	right
CHALCONE-ISOMERASE-RXN	Chalcones	left
CHALCONE-ISOMERASE-RXN	FLAVANONES	right
RXN-6742	S-ADENOSYLMETHIONINE	left
RXN-6742	CPD-6483	left
RXN-6742	PROTON	right
RXN-6742	CPD-6484	right
RXN-6742	ADENOSYL-HOMO-CYS	right
RXN-11659	CPD-110	left
RXN-11659	CPD-12575	left
RXN-11659	CPD-12629	right
RXN-11659	UDP	right
RXN-3481	S-ADENOSYLMETHIONINE	left
RXN-3481	DAIDZEIN	left
RXN-3481	PROTON	right
RXN-3481	CPD-3343	right
RXN-3481	ADENOSYL-HOMO-CYS	right
RXN-12605	CPD-13627	left
RXN-12605	Red-NADPH-Hemoprotein-Reductases	left
RXN-12605	OXYGEN-MOLECULE	left
RXN-12605	CPD-13573	right
RXN-12605	Ox-NADPH-Hemoprotein-Reductases	right
RXN-12605	WATER	right
RXN-12605	PROTON	right
RXN-11640	CPD-24413	left
RXN-11640	NADP	left
RXN-11640	DAIDZEIN	right
RXN-11640	NADPH	right
RXN-11640	PROTON	right
RXN-11621	CPD-12586	left
RXN-11621	OXYGEN-MOLECULE	left
RXN-11621	Red-NADPH-Hemoprotein-Reductases	left
RXN-11621	CPD-8838	right
RXN-11621	Ox-NADPH-Hemoprotein-Reductases	right
RXN-11621	WATER	right
RXN-10729	CPD-12575	left
RXN-10729	CPD-26561	left
RXN-10729	CPD-11557	right
RXN-10729	UDP	right
RXN-10729	PROTON	right
RXN-11243	P-COUMAROYL-COA	left
RXN-11243	FERULOYL-COA	right
RXN-11925	CPD-12865	left
RXN-11925	FERROCYTOCHROME-B5	left
RXN-11925	OXYGEN-MOLECULE	left
RXN-11925	PROTON	left
RXN-11925	CPD-12866	right
RXN-11925	FERRICYTOCHROME-B5	right
RXN-11925	WATER	right
RXN-7952	CPD-409	left
RXN-7952	WATER	left
RXN-7952	GLYCEROL	right
RXN-7952	Fatty-Acids	right
RXN-7952	PROTON	right
RXN0-5222	CARBAMATE	left
RXN0-5222	PROTON	left
RXN0-5222	AMMONIUM	right
RXN0-5222	CARBON-DIOXIDE	right
RXN-16234	CPD-17480	left
RXN-16234	CPD-17481	right
RXN-16234	WATER	right
LUMAZINESYN-RXN	AMINO-RIBOSYLAMINO-1H-3H-PYR-DIONE	left
LUMAZINESYN-RXN	DIHYDROXY-BUTANONE-P	left
LUMAZINESYN-RXN	PROTON	right
LUMAZINESYN-RXN	DIMETHYL-D-RIBITYL-LUMAZINE	right
LUMAZINESYN-RXN	Pi	right
LUMAZINESYN-RXN	WATER	right
RXN-10981	Acceptor	left
RXN-10981	ASCORBATE	left
RXN-10981	PROTON	left
RXN-10981	Donor-H2	right
RXN-10981	CPD-318	right
AMIDASE-RXN	Monocarboxylic-Acid-Amides	left
AMIDASE-RXN	WATER	left
AMIDASE-RXN	Monocarboxylates	right
AMIDASE-RXN	AMMONIUM	right
GERANIOL-DEHYDROGENASE-RXN	NADP	left
GERANIOL-DEHYDROGENASE-RXN	GERANIOL	left
GERANIOL-DEHYDROGENASE-RXN	PROTON	right
GERANIOL-DEHYDROGENASE-RXN	NADPH	right
GERANIOL-DEHYDROGENASE-RXN	GERANIAL	right
RXN66-311	CPD-4575	left
RXN66-311	FERROCYTOCHROME-B5	left
RXN66-311	OXYGEN-MOLECULE	left
RXN66-311	PROTON	left
RXN66-311	CPD-4576	right
RXN66-311	FERRICYTOCHROME-B5	right
RXN66-311	WATER	right
RXN-22	CANAVANINOSUCCINATE	left
RXN-22	CANAVANINE	right
RXN-22	FUM	right
RXN-4844	CPD-4743	left
RXN-4844	Acceptor	left
RXN-4844	CPD-4742	right
RXN-4844	Donor-H2	right
RXN-9048	CPD-9525	left
RXN-9048	OXYGEN-MOLECULE	left
RXN-9048	CPD-9526	right
RXN-9048	WATER	right
ACYLACPSYNTH-RXN	Long-Chain-Fatty-Acids	left
ACYLACPSYNTH-RXN	ACP	left
ACYLACPSYNTH-RXN	ATP	left
ACYLACPSYNTH-RXN	Long-Chain-Acyl-ACPs	right
ACYLACPSYNTH-RXN	AMP	right
ACYLACPSYNTH-RXN	PPI	right
RXN-12196	WATER	left
RXN-12196	UTP	left
RXN-12196	PROTON	right
RXN-12196	Pi	right
RXN-12196	UDP	right
RXN-9269	FERULIC-ACID	left
RXN-9269	CPD-9807	right
RXN-10438	CPD-734	left
RXN-10438	PHE	left
RXN-10438	ATP	left
RXN-10438	PROTON	right
RXN-10438	CPD-11235	right
RXN-10438	AMP	right
RXN-10438	PPI	right
RXN-9043	CPD-8096	left
RXN-9043	3-4-DIHYDROXYBENZOATE	right
RXN-22407	CPD-24395	left
RXN-22407	WATER	left
RXN-22407	ARSENATE	right
RXN-22407	HS	right
RXN-10949	Myo-inositol-monophosphates	left
RXN-10949	WATER	left
RXN-10949	MYO-INOSITOL	right
RXN-10949	Pi	right
RXN-19698	CPD-12575	left
RXN-19698	CPD-15449	left
RXN-19698	CPD-12104	right
RXN-19698	UDP	right
RXN-19698	PROTON	right
TRANS-RXN-399	L-ALPHA-ALANINE	left
TRANS-RXN-399	L-ALPHA-ALANINE	right
RXN-12892	GERANYLGERANYL-PP	left
RXN-12892	WATER	left
RXN-12892	CPD-13929	right
RXN-12892	PPI	right
RXN-12077	OXALATE	left
RXN-12077	Oxidized-ferredoxins	left
RXN-12077	CARBON-DIOXIDE	right
RXN-12077	Reduced-ferredoxins	right
RXNQT-4356	CPDQT-428	left
RXNQT-4356	GLUTATHIONE	left
RXNQT-4356	CPDQT-425	right
RXNQT-4356	WATER	right
TRANS-RXN-185	K+	left
TRANS-RXN-185	K+	right
RXN4FS-24	MET	left
RXN4FS-24	2K-4CH3-PENTANOATE	left
RXN4FS-24	CPD-479	right
RXN4FS-24	LEU	right
RXN-5123	GERANYL-PP	left
RXN-5123	CPD-4903	right
RXN-5123	PPI	right
RXN-9540	R-3-Hydroxypalmitoyl-ACPs	left
RXN-9540	NADP	left
RXN-9540	3-oxo-palmitoyl-ACPs	right
RXN-9540	NADPH	right
RXN-9540	PROTON	right
GTP-CYCLOHYDRO-I-RXN	GTP	left
GTP-CYCLOHYDRO-I-RXN	WATER	left
GTP-CYCLOHYDRO-I-RXN	PROTON	right
GTP-CYCLOHYDRO-I-RXN	FORMATE	right
GTP-CYCLOHYDRO-I-RXN	DIHYDRONEOPTERIN-P3	right
3.2.1.24-RXN	Alpha-D-Mannosides	left
3.2.1.24-RXN	WATER	left
3.2.1.24-RXN	CPD-13559	right
3.2.1.24-RXN	Non-Glycosylated-sugar-Acceptors	right
RXN-8300	CPD-8079	left
RXN-8300	OXYGEN-MOLECULE	left
RXN-8300	Reduced-ferredoxins	left
RXN-8300	PROTON	left
RXN-8300	CPD-8080	right
RXN-8300	WATER	right
RXN-8300	Oxidized-ferredoxins	right
RXN-8264	CPD-520	left
RXN-8264	CPD-12575	left
RXN-8264	CPD-8006	right
RXN-8264	UDP	right
RXN-8264	PROTON	right
RXN-13492	CPD-13667	left
RXN-13492	Red-NADPH-Hemoprotein-Reductases	left
RXN-13492	OXYGEN-MOLECULE	left
RXN-13492	CPD-13670	right
RXN-13492	Ox-NADPH-Hemoprotein-Reductases	right
RXN-13492	WATER	right
RXN1F-72	MONO-VINYL-PROTOCHLOROPHYLLIDE-A	left
RXN1F-72	NADP	left
RXN1F-72	DIVINYL-PROTOCHLOROPHYLLIDE-A	right
RXN1F-72	NADPH	right
RXN1F-72	PROTON	right
RXN-13442	CPD-14018	left
RXN-13442	MALONYL-COA	left
RXN-13442	PROTON	left
RXN-13442	CPD-14423	right
RXN-13442	CO-A	right
RXN-13442	CARBON-DIOXIDE	right
RXN18C3-32	CPD-19018	left
RXN18C3-32	CPD-10267	left
RXN18C3-32	CPD-19026	right
RXN18C3-32	CO-A	right
RXNQT-4317	PROTON	left
RXNQT-4317	CPDQT-350	left
RXNQT-4317	NADPH	left
RXNQT-4317	OXYGEN-MOLECULE	left
RXNQT-4317	CYS	left
RXNQT-4317	CPDQT-409	right
RXNQT-4317	NADP	right
RXNQT-4317	WATER	right
RXN-17688	CPD-17282	left
RXN-17688	CO-A	left
RXN-17688	CPD-14018	right
RXN-17688	Glycerolipids	right
RXN-13158	2-D-THREO-HYDROXY-3-CARBOXY-ISOCAPROATE	left
RXN-13158	NAD	left
RXN-13158	2K-4CH3-PENTANOATE	right
RXN-13158	CARBON-DIOXIDE	right
RXN-13158	NADH	right
RXN-8265	CPD-12575	left
RXN-8265	CPD1F-437	left
RXN-8265	CPD-8009	right
RXN-8265	UDP	right
RXN-18742	NEDD8-Activating-Enzyme-E1-L-cys	left
RXN-18742	NEDD8-C-Terminal-Glycine	left
RXN-18742	ATP	left
RXN-18742	S-NEDD8-yl-NEDD8-E1-L-cysteine	right
RXN-18742	AMP	right
RXN-18742	PPI	right
HYPOXANPRIBOSYLTRAN-RXN	PPI	left
HYPOXANPRIBOSYLTRAN-RXN	IMP	left
HYPOXANPRIBOSYLTRAN-RXN	PRPP	right
HYPOXANPRIBOSYLTRAN-RXN	HYPOXANTHINE	right
2.4.1.114-RXN	CPD-12575	left
2.4.1.114-RXN	2-COUMARATE	left
2.4.1.114-RXN	PROTON	right
2.4.1.114-RXN	CPD-459	right
2.4.1.114-RXN	UDP	right
RXN-13696	CPD-14739	left
RXN-13696	WATER	left
RXN-13696	BENZYL-ALCOHOL	right
RXN-13696	CPD-9004	right
TRANS-RXN-230	L-ORNITHINE	left
TRANS-RXN-230	L-ORNITHINE	right
RXN-10740	UDP-L-RHAMNOSE	left
RXN-10740	NADP	left
RXN-10740	CPD-11540	right
RXN-10740	NADPH	right
RXN-10740	PROTON	right
RXN-13473	S-ADENOSYLMETHIONINE	left
RXN-13473	CPD-8097	left
RXN-13473	SCOPOLETIN	right
RXN-13473	ADENOSYL-HOMO-CYS	right
RXN-13473	PROTON	right
RXN-7895	CPD-7198	left
RXN-7895	OXYGEN-MOLECULE	left
RXN-7895	CPD-7201	right
RXN-7895	CPD-7202	right
CINNAMOYL-COA-REDUCTASE-RXN	CINNAMALDEHYDE	left
CINNAMOYL-COA-REDUCTASE-RXN	CO-A	left
CINNAMOYL-COA-REDUCTASE-RXN	NADP	left
CINNAMOYL-COA-REDUCTASE-RXN	CINNAMOYL-COA	right
CINNAMOYL-COA-REDUCTASE-RXN	NADPH	right
CINNAMOYL-COA-REDUCTASE-RXN	PROTON	right
RXN-6722	S-ADENOSYLMETHIONINE	left
RXN-6722	BENZOATE	left
RXN-6722	CPD-6441	right
RXN-6722	ADENOSYL-HOMO-CYS	right
GLUTSEMIALDEHYDROG-RXN	L-GLUTAMATE_GAMMA-SEMIALDEHYDE	left
GLUTSEMIALDEHYDROG-RXN	Pi	left
GLUTSEMIALDEHYDROG-RXN	NADP	left
GLUTSEMIALDEHYDROG-RXN	L-GLUTAMATE-5-P	right
GLUTSEMIALDEHYDROG-RXN	NADPH	right
GLUTSEMIALDEHYDROG-RXN	PROTON	right
RXN-10947	1-PHOSPHATIDYL-1D-MYO-INOSITOL-34-BISPH	left
RXN-10947	WATER	left
RXN-10947	CPD-1108	right
RXN-10947	Pi	right
RXN-13441	MALONYL-COA	left
RXN-13441	LINOLENOYL-COA	left
RXN-13441	PROTON	left
RXN-13441	CPD-14422	right
RXN-13441	CO-A	right
RXN-13441	CARBON-DIOXIDE	right
TRANS-RXN-198	ADENINE	left
TRANS-RXN-198	PROTON	left
TRANS-RXN-198	ADENINE	right
TRANS-RXN-198	PROTON	right
RXN-14807	D-arabinofuranose	left
RXN-14807	D-arabinopyranose	right
RXN-9172	CPD-9736	left
RXN-9172	CPD-9737	right
RXN-16172	CPD-17421	left
RXN-16172	Red-NADPH-Hemoprotein-Reductases	left
RXN-16172	OXYGEN-MOLECULE	left
RXN-16172	CPD-716	right
RXN-16172	Ox-NADPH-Hemoprotein-Reductases	right
RXN-16172	WATER	right
RXN-6841	GLYCEROL-3P	left
RXN-6841	FAD	left
RXN-6841	DIHYDROXY-ACETONE-PHOSPHATE	right
RXN-6841	FADH2	right
RXN-14011	CPD-14849	left
RXN-14011	UDP-L-RHAMNOSE	left
RXN-14011	CPD-15021	right
RXN-14011	UDP	right
RXN-14011	PROTON	right
RXN-14077	CPD-6994	left
RXN-14077	Red-NADPH-Hemoprotein-Reductases	left
RXN-14077	OXYGEN-MOLECULE	left
RXN-14077	PROTON	left
RXN-14077	CPD-15079	right
RXN-14077	Ox-NADPH-Hemoprotein-Reductases	right
RXN-14077	WATER	right
RXN-18135	CPD-19436	left
RXN-18135	Donor-H2	left
RXN-18135	CPD-19464	right
RXN-18135	Acceptor	right
RXN-9173	CPD-9737	left
RXN-9173	Acceptor	left
RXN-9173	CPD-9738	right
RXN-9173	Donor-H2	right
RXN-20411	CPD-22098	left
RXN-20411	PROTON	left
RXN-20411	CPD-14889	right
RXN-20411	CARBON-DIOXIDE	right
RXN-14426	CPD-11940	left
RXN-14426	2-KETOGLUTARATE	left
RXN-14426	OXYGEN-MOLECULE	left
RXN-14426	CPD-7096	right
RXN-14426	SUC	right
RXN-14426	CARBON-DIOXIDE	right
RXN-14426	WATER	right
RXN18C3-46	CPD-19048	left
RXN18C3-46	ISOVALERYL-COA	left
RXN18C3-46	CPD-19124	right
RXN18C3-46	CO-A	right
RXN-9983	4-OXALOMESACONATE	left
RXN-9983	CPD-12849	right
DEOXYADENYLATE-KINASE-RXN	ATP	left
DEOXYADENYLATE-KINASE-RXN	DAMP	left
DEOXYADENYLATE-KINASE-RXN	ADP	right
DEOXYADENYLATE-KINASE-RXN	DADP	right
RXN-6524	PROTON	left
RXN-6524	CPD-10332	left
RXN-6524	2-KETOGLUTARATE	left
RXN-6524	OXYGEN-MOLECULE	left
RXN-6524	CPD-6203	right
RXN-6524	SUC	right
RXN-6524	CARBON-DIOXIDE	right
RXN-6524	WATER	right
RXN-13373	FARNESYL-PP	left
RXN-13373	CPD-14342	right
RXN-13373	PPI	right
RXN4FS-11	L-GULONO-1-4-LACTONE	left
RXN4FS-11	Cytochromes-C-Oxidized	left
RXN4FS-11	L-DEHYDRO-ASCORBATE	right
RXN4FS-11	Cytochromes-C-Reduced	right
RXN4FS-11	PROTON	right
RXN-20445	CPD-14889	left
RXN-20445	OXYGEN-MOLECULE	left
RXN-20445	Red-NADPH-Hemoprotein-Reductases	left
RXN-20445	CPD-22139	right
RXN-20445	FORMATE	right
RXN-20445	Ox-NADPH-Hemoprotein-Reductases	right
RXN-20445	WATER	right
RXN-20445	PROTON	right
RXN4FS-4	CPD4FS-1	left
RXN4FS-4	DIACYLGLYCEROL	left
RXN4FS-4	CPD-160	right
RXN4FS-4	CMP	right
RXN4FS-4	PROTON	right
RXN-1101	P-COUMAROYL-COA	left
RXN-1101	NADPH	left
RXN-1101	PROTON	left
RXN-1101	COUMARALDEHYDE	right
RXN-1101	NADP	right
RXN-1101	CO-A	right
RXN-8233	CPD-7139	left
RXN-8233	CAFFEOYL-COA	left
RXN-8233	CPD-7960	right
RXN-8233	CO-A	right
RXN-7022	CPD-12575	left
RXN-7022	CPD-6366	left
RXN-7022	CPD-6562	right
RXN-7022	UDP	right
RXN-16635	D-Galactosyl-12-diacyl-glycerols	left
RXN-16635	CPD-10364	left
RXN-16635	Tetragalactosyldiacylglycerol	right
RXN-16635	DIACYLGLYCEROL	right
RXN-14872	CPD-15798	left
RXN-14872	Acceptor	left
RXN-14872	CPD-15800	right
RXN-14872	Donor-H2	right
RXN-14872	PROTON	right
RXN-7203	D-MYO-INOSITOL-34-BISPHOSPHATE	left
RXN-7203	ATP	left
RXN-7203	PROTON	right
RXN-7203	CPD-6681	right
RXN-7203	ADP	right
RXN-8542	FARNESYL-PP	left
RXN-8542	CPD-8731	right
RXN-8542	PPI	right
RXN66-555	4-P-PANTOTHENATE	left
RXN66-555	CYS	left
RXN66-555	ATP	left
RXN66-555	PROTON	right
RXN66-555	R-4-PHOSPHOPANTOTHENOYL-L-CYSTEINE	right
RXN66-555	PPI	right
RXN66-555	AMP	right
RXN-8957	CPD-9406	left
RXN-8957	NADP	left
RXN-8957	CROTONYL-COA	right
RXN-8957	CARBON-DIOXIDE	right
RXN-8957	NADPH	right
RXN-7798	C18-Phytoceramides	left
RXN-7798	OXYGEN-MOLECULE	left
RXN-7798	FERROCYTOCHROME-B5	left
RXN-7798	PROTON	left
RXN-7798	4-Hydroxysphing-8E-enine-ceramides	right
RXN-7798	FERRICYTOCHROME-B5	right
RXN-7798	WATER	right
RXN-11433	CPD-12399	left
RXN-11433	WATER	left
RXN-11433	CPD-12400	right
RXN-11433	GLT	right
RXN-12303	PLASTOQUINONE	left
RXN-12303	NADH-P-OR-NOP	left
RXN-12303	PROTON	left
RXN-12303	Plastoquinols	right
RXN-12303	NAD-P-OR-NOP	right
RXN-7401	PROTON	left
RXN-7401	CPD-1825	left
RXN-7401	UTP	left
RXN-7401	CPD-12513	right
RXN-7401	PPI	right
RXN-4732	CPD-12575	left
RXN-4732	CPD-4609	left
RXN-4732	PROTON	right
RXN-4732	CPD-4611	right
RXN-4732	UDP	right
RXN-9722	PREGNENOLONE	left
RXN-9722	NAD	left
RXN-9722	PROGESTERONE	right
RXN-9722	NADH	right
RXN-9722	PROTON	right
RXN-7781	CPD-3141	left
RXN-7781	CPD-4211	left
RXN-7781	CPD-6721	right
RXN-7781	PPI	right
RXN-6523	CPD1F-120	left
RXN-6523	2-KETOGLUTARATE	left
RXN-6523	OXYGEN-MOLECULE	left
RXN-6523	CPD-6201	right
RXN-6523	SUC	right
RXN-6523	CARBON-DIOXIDE	right
RXN-11956	CPD-12860	left
RXN-11956	OXYGEN-MOLECULE	left
RXN-11956	FERROCYTOCHROME-B5	left
RXN-11956	PROTON	left
RXN-11956	CPD-12917	right
RXN-11956	FERRICYTOCHROME-B5	right
RXN-11956	WATER	right
RXN-8621	FARNESYL-PP	left
RXN-8621	CPD-13396	right
RXN-8621	PPI	right
RXN-18962	CPD-20422	left
RXN-18962	OXYGEN-MOLECULE	left
RXN-18962	Donor-H2	left
RXN-18962	CPD-20423	right
RXN-18962	WATER	right
RXN-18962	Acceptor	right
METHYLTHIOADENOSINE-NUCLEOSIDASE-RXN	WATER	left
METHYLTHIOADENOSINE-NUCLEOSIDASE-RXN	5-METHYLTHIOADENOSINE	left
METHYLTHIOADENOSINE-NUCLEOSIDASE-RXN	CPD-560	right
METHYLTHIOADENOSINE-NUCLEOSIDASE-RXN	ADENINE	right
RXN-18190	CPDQT-34	left
RXN-18190	CPD-19480	right
RXN-18190	WATER	right
RXN-12880	CPD-4754	left
RXN-12880	OXYGEN-MOLECULE	left
RXN-12880	Red-NADPH-Hemoprotein-Reductases	left
RXN-12880	CPD-13921	right
RXN-12880	Ox-NADPH-Hemoprotein-Reductases	right
RXN-12880	WATER	right
RXN-16785	CPD-14312	left
RXN-16785	Acceptor	left
RXN-16785	CPD-8721	right
RXN-16785	Donor-H2	right
VAGL-RXN	5-AMINOPENTANOATE	left
VAGL-RXN	2-KETOGLUTARATE	left
VAGL-RXN	GLT	right
VAGL-RXN	CPD-280	right
2.1.1.129-RXN	S-ADENOSYLMETHIONINE	left
2.1.1.129-RXN	MYO-INOSITOL	left
2.1.1.129-RXN	PROTON	right
2.1.1.129-RXN	ADENOSYL-HOMO-CYS	right
2.1.1.129-RXN	4-METHYL-MYO-INOSITOL	right
RXN-12670	CPD0-2108	left
RXN-12670	NAD	left
RXN-12670	WATER	left
RXN-12670	CPD0-2106	right
RXN-12670	NADH	right
RXN-12670	PROTON	right
SINAPINE-ESTERASE-RXN	WATER	left
SINAPINE-ESTERASE-RXN	O-SINAPOYLCHOLINE	left
SINAPINE-ESTERASE-RXN	PROTON	right
SINAPINE-ESTERASE-RXN	CHOLINE	right
SINAPINE-ESTERASE-RXN	SINAPATE	right
RXN-11491	CPD-1099	left
RXN-11491	CPD-12462	left
RXN-11491	CPD-12463	right
RXN-11491	SUCROSE	right
PANTOATE-BETA-ALANINE-LIG-RXN	B-ALANINE	left
PANTOATE-BETA-ALANINE-LIG-RXN	L-PANTOATE	left
PANTOATE-BETA-ALANINE-LIG-RXN	ATP	left
PANTOATE-BETA-ALANINE-LIG-RXN	PROTON	right
PANTOATE-BETA-ALANINE-LIG-RXN	PANTOTHENATE	right
PANTOATE-BETA-ALANINE-LIG-RXN	PPI	right
PANTOATE-BETA-ALANINE-LIG-RXN	AMP	right
RXN1F-147	CPD1F-114	left
RXN1F-147	CPD1F-115	right
TRANS-RXN-233	GLN	left
TRANS-RXN-233	GLN	right
RXN4KF-51	GERANYLGERANYL-PP	left
RXN4KF-51	CPD4KF-4	right
RXN-6541	CPD1F-84	left
RXN-6541	2-KETOGLUTARATE	left
RXN-6541	OXYGEN-MOLECULE	left
RXN-6541	CPD-6221	right
RXN-6541	SUC	right
RXN-6541	CARBON-DIOXIDE	right
RXN-292	CPD-6224	left
RXN-292	2-KETOGLUTARATE	left
RXN-292	OXYGEN-MOLECULE	left
RXN-292	PROTON	right
RXN-292	CPD-632	right
RXN-292	SUC	right
RXN-292	CARBON-DIOXIDE	right
RXN-292	WATER	right
TREHALOSE6PSYN-RXN	CPD-12575	left
TREHALOSE6PSYN-RXN	D-glucopyranose-6-phosphate	left
TREHALOSE6PSYN-RXN	PROTON	right
TREHALOSE6PSYN-RXN	UDP	right
TREHALOSE6PSYN-RXN	TREHALOSE-6P	right
VICIANIN-BETA-GLUCOSIDASE-RXN	WATER	left
VICIANIN-BETA-GLUCOSIDASE-RXN	R-VICIANIN	left
VICIANIN-BETA-GLUCOSIDASE-RXN	VICIANOSE	right
VICIANIN-BETA-GLUCOSIDASE-RXN	CPD-12702	right
RXN-7481	PROTON	left
RXN-7481	MALONYL-COA	left
RXN-7481	BENZOYLCOA	left
RXN-7481	CPD-6881	right
RXN-7481	CO-A	right
RXN-7481	CARBON-DIOXIDE	right
IMP-DEHYDROG-RXN	WATER	left
IMP-DEHYDROG-RXN	NAD	left
IMP-DEHYDROG-RXN	IMP	left
IMP-DEHYDROG-RXN	PROTON	right
IMP-DEHYDROG-RXN	XANTHOSINE-5-PHOSPHATE	right
IMP-DEHYDROG-RXN	NADH	right
RXN-3642	S-ADENOSYLMETHIONINE	left
RXN-3642	CPD-3141	left
RXN-3642	CPD-3521	right
RXN-3642	ADENOSYL-HOMO-CYS	right
RXN-9118	CPD-9615	left
RXN-9118	CPD-9632	right
BETA-9-CYTOKININ-ALANINE-SYNTHASE-RXN	CPD-4210	left
BETA-9-CYTOKININ-ALANINE-SYNTHASE-RXN	ACETYLSERINE	left
BETA-9-CYTOKININ-ALANINE-SYNTHASE-RXN	PROTON	right
BETA-9-CYTOKININ-ALANINE-SYNTHASE-RXN	ACET	right
BETA-9-CYTOKININ-ALANINE-SYNTHASE-RXN	CPD-669	right
RXN-10741	CPD1F-129	left
RXN-10741	OXYGEN-MOLECULE	left
RXN-10741	CPD-13368	right
RXN-10741	CPD-7204	right
CYCLOARTENOL-SYNTHASE-RXN	EPOXYSQUALENE	left
