Lab.ID	BIOCYC.ID	Compound.name	mz	RT	CAS.ID	HMDB.ID	KEGG.ID	Formula	mz.pos	mz.neg	Submitter	Synonyms	monisotopic_molecular_weight	SMILES.ID	INCHI.ID	INCHIKEY.ID	Kingdom	Super_class	Class	Sub_class	direct_parent	molecular_framework	classyfire_status	classyfire_source	source
L-xylopyranose	L-xylopyranose	L-xylopyranose	150.0528234315					C5H10O5			plantcyc <https://plantcyc.org/>		150.0528234315	C1(O)(OC[C@H](O)[C@@H](O)[C@H](O)1)			Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Polyprenols	Polyprenyl phospho carbohydrates	Aliphatic heteromonocyclic compounds	completed	Fiehn ClassyFire Batch <https://cfb.fiehnlab.ucdavis.edu/>; local PlantCyc cache; local PlantCyc cache	PlantCyc/PMN local PGDB
6-7-Dihydrobiopterins	6-7-Dihydrobiopterins	6,7-dihydrobiopterin	239.1018393096					C9H13N5O3			plantcyc <https://plantcyc.org/>	a 6,7-dihydrobiopterin // quinoid dihydrobiopterin // q-dihydrobiopterin	239.1018393096	CC(O)C(O)C2(CNC1(\C(\C(=O)\N=C(N)/N=1)=N/2))		ZHQJVZLJDXWFFX-UHFFFAOYSA-N	Organic compounds	Organoheterocyclic compounds	Pteridines and derivatives	Pterins and derivatives	Biopterins and derivatives	Aromatic heteropolycyclic compounds	completed	Fiehn ClassyFire Batch <https://cfb.fiehnlab.ucdavis.edu/>; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache	PlantCyc/PMN local PGDB
CPD0-1561	CPD0-1561	selenocysteine	168.9642002741					C3H7NO2SE			plantcyc <https://plantcyc.org/>	3-selenyl-alanine // D,L-selenocysteine // selenium-cystine	168.9642002741	C([SeH])C([NH3+])C([O-])=O		ZKZBPNGNEQAJSX-UHFFFAOYSA-N	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Alpha amino acids	Aliphatic acyclic compounds	completed	Fiehn ClassyFire Batch <https://cfb.fiehnlab.ucdavis.edu/>; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache	PlantCyc/PMN local PGDB
Thiazoles	Thiazoles	a thiazole	84.9986197915					C3H3NS			plantcyc <https://plantcyc.org/>		84.9986197915	C1(\N=C/S\C=1)			Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Polyprenols	Polyprenyl phospho carbohydrates	Aliphatic heteromonocyclic compounds	completed	Fiehn ClassyFire Batch <https://cfb.fiehnlab.ucdavis.edu/>; local PlantCyc cache; local PlantCyc cache	PlantCyc/PMN local PGDB
4a-Hydroxytetrahydrobiopterins	4a-Hydroxytetrahydrobiopterins	a 4a-hydroxytetrahydrobiopterin	257.1124039959					C9H15N5O4			plantcyc <https://plantcyc.org/>		257.1124039959	CC(O)C(O)[C@H]2(CNC1(\[C@](O)(C(\N=C(N)/N=1)=O)N2))		KJKIEFUPAPPGBC-ATDKUNPGSA-N	Organic compounds	Organoheterocyclic compounds	Pteridines and derivatives	Pterins and derivatives	Biopterins and derivatives	Aliphatic heteropolycyclic compounds	completed	Fiehn ClassyFire Batch <https://cfb.fiehnlab.ucdavis.edu/>; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache	PlantCyc/PMN local PGDB
D-Fructopyranose	D-Fructopyranose	D-fructopyranose	180.0633881178					C6H12O6			plantcyc <https://plantcyc.org/>		180.0633881178	C(O)C1(O)(OC[C@@H](O)[C@@H](O)[C@H](O)1)			Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Polyprenols	Polyprenyl phospho carbohydrates	Aliphatic heteromonocyclic compounds	completed	Fiehn ClassyFire Batch <https://cfb.fiehnlab.ucdavis.edu/>; local PlantCyc cache; local PlantCyc cache	PlantCyc/PMN local PGDB
Hexitols	Hexitols	a hexitol	182.079038182					C6H14O6			plantcyc <https://plantcyc.org/>		182.079038182	C(C(C(C(C(CO)O)O)O)O)O			Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Polyprenols	Polyprenyl phospho carbohydrates	Aliphatic heteromonocyclic compounds	completed	Fiehn ClassyFire Batch <https://cfb.fiehnlab.ucdavis.edu/>; local PlantCyc cache; local PlantCyc cache	PlantCyc/PMN local PGDB
CPD-16348	CPD-16348	3-hydroxytetracosanoyl-CoA	1133.4649890864					C45H78N7O18P3S			plantcyc <https://plantcyc.org/>		1133.4649890864	CCCCCCCCCCCCCCCCCCCCCC(O)CC(=O)SCCNC(=O)CCNC([C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@@H]1([C@@H](OP(=O)([O-])[O-])[C@@H](O)[C@@H](O1)N2(\C=N/C3(C(/N)=N\C=N/C2=3))))=O			Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Polyprenols	Polyprenyl phospho carbohydrates	Aliphatic heteromonocyclic compounds	completed	Fiehn ClassyFire Batch <https://cfb.fiehnlab.ucdavis.edu/>; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache	PlantCyc/PMN local PGDB
MELANIN	MELANIN	melanin	318.0640568198					C18H10N2O4			plantcyc <https://plantcyc.org/>		318.0640568198	CC3(/C(C(C4(/C1(C5(\C(\NC=1)=C(C)/C(C(C(/C2(C(\C(\NC=2)=3)=4))=5)=O)=O))))=O)=O)			Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Polyprenols	Polyprenyl phospho carbohydrates	Aliphatic heteromonocyclic compounds	completed	Fiehn ClassyFire Batch <https://cfb.fiehnlab.ucdavis.edu/>; local PlantCyc cache; local PlantCyc cache	PlantCyc/PMN local PGDB
Alpha-Hexose-1-Phosphates	Alpha-Hexose-1-Phosphates	an alpha-hexose 1-phosphate	260.0297185262					C6H11O9P			plantcyc <https://plantcyc.org/>		260.0297185262	C(O)C1(O[C@H](OP(=O)([O-])[O-])C(O)C(O)C(O)1)		HXXFSFRBOHSIMQ-SQHQMROCSA-L	Organic compounds	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Monosaccharide phosphates	Aliphatic heteromonocyclic compounds	completed	Fiehn ClassyFire Batch <https://cfb.fiehnlab.ucdavis.edu/>; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache	PlantCyc/PMN local PGDB
Heme-b	Heme-b	heme b	618.1929477006					C34H30N4O4FE			plantcyc <https://plantcyc.org/>		618.1929477006	C=CC4(\C(/C)=C5(\C=C6(C(/C)=C(CCC(=O)[O-])/C7(\C=C8(C(/CCC(=O)[O-])=C(C)/C1(/N([Fe]3(N(C(/C=C2(C(/C)=C(C=C)/C(\C=1)=[N+]2/3))=4)5)([N+]/6=7))8))))))		YHLKGEDAGPGZPN-RGGAHWMASA-J	Organic compounds	Organoheterocyclic compounds	Tetrapyrroles and derivatives	Metallotetrapyrroles	Metalloporphyrins	Aromatic heteropolycyclic compounds	completed	Fiehn ClassyFire Batch <https://cfb.fiehnlab.ucdavis.edu/>; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache	PlantCyc/PMN local PGDB
Phosphoserines	Phosphoserines	L(or D)- O -phosphoserine	185.0089235046					C3H5NO6P			plantcyc <https://plantcyc.org/>	a phosphoserine	185.0089235046	C(OP(=O)([O-])[O-])C(N)C([O-])=O		BZQFBWGGLXLEPQ-UHFFFAOYSA-K	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Alpha amino acids	Aliphatic acyclic compounds	completed	Fiehn ClassyFire Batch <https://cfb.fiehnlab.ucdavis.edu/>; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache	PlantCyc/PMN local PGDB
Heme_I	Heme_I	heme i	855.3784027473					C49H55N4O6FE			plantcyc <https://plantcyc.org/>	haem i	855.3784027473	C=CC4(\C6(/C=C8(C(/C)=C(CCC(=O)[O-])/C1(/N([Fe]35([N+]2(\C(/C(/CO)=C(CCC(=O)[O-])\C(/C=1)=2)=C/C7(/N3C(\C=C(C(/C)=4)/[N+]\5=6)=C(C(/C)=7)/C(O)CC/C=C(C)/CC/C=C(C)/CCC=C(C)C))))8))))		ZWPMBVUBHXVNAH-ONCSLILDSA-J							not_found	Fiehn ClassyFire Batch <https://cfb.fiehnlab.ucdavis.edu/>; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache	PlantCyc/PMN local PGDB
5-Deoxy-D-Ribose	5-Deoxy-D-Ribose	5-deoxy-D-ribose	134.0579088094					C5H10O4			plantcyc <https://plantcyc.org/>	(2R,3R,4R)-2,3,4-trihydroxypentanal // (2R,3R,4R)-2,3,4-trihydroxyvaleraldehyde // 5'-deoxyribose // 5-deoxy-aldehydo-D-ribose // 5-desoxy-D-ribose // D-ribo-2,3,4-trihydroxyvaleraldehyde	134.0579088094	C[C@@H](O)[C@@H](O)[C@@H](O)C=O		WDRISBUVHBMJEF-MROZADKFSA-N	Organic compounds	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Monosaccharides	Aliphatic acyclic compounds	completed	Fiehn ClassyFire Batch <https://cfb.fiehnlab.ucdavis.edu/>; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache	PlantCyc/PMN local PGDB
D-Ketopentoses	D-Ketopentoses	a D-ketopentose	150.0528234315					C5H10O5			plantcyc <https://plantcyc.org/>		150.0528234315	C(O)[C@@H](O)C(O)C(=O)CO		ZAQJHHRNXZUBTE-VXPOTGITSA-N	Organic compounds	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Pentoses	Aliphatic acyclic compounds	completed	Fiehn ClassyFire Batch <https://cfb.fiehnlab.ucdavis.edu/>; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache	PlantCyc/PMN local PGDB
Inositol-Phosphates	Inositol-Phosphates	an inositol phosphate	260.0297185262					C6H11O9P			plantcyc <https://plantcyc.org/>		260.0297185262	C1(C(C(C(C(C1O)O)OP(=O)([O-])[O-])O)O)O			Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Polyprenols	Polyprenyl phospho carbohydrates	Aliphatic heteromonocyclic compounds	completed	Fiehn ClassyFire Batch <https://cfb.fiehnlab.ucdavis.edu/>; local PlantCyc cache; local PlantCyc cache	PlantCyc/PMN local PGDB
12-Hydroxyjasmonate-Sulfates	12-Hydroxyjasmonate-Sulfates	a 12-hydroxyjasmonate sulfate	306.0773236225					C12H16O7S			plantcyc <https://plantcyc.org/>	a 12-OHJA sulfate // a 12-hydroxyjasmonic acid sulfate // a SO4-hydroxy-JA // a 12-hydroxy-JA sulfate	306.0773236225	C(OS(=O)(=O)[O-])C\C=C/CC1(C(=O)CCC1CC([O-])=O)		MLUJBNROAVANKK-UPHRSURJSA-L	Organic compounds	Lipids and lipid-like molecules	Fatty Acyls	Lineolic acids and derivatives	Jasmonic acids	Aliphatic homomonocyclic compounds	completed	Fiehn ClassyFire Batch <https://cfb.fiehnlab.ucdavis.edu/>; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache	PlantCyc/PMN local PGDB
L-Ketopentoses	L-Ketopentoses	an L-ketopentose	150.0528234315					C5H10O5			plantcyc <https://plantcyc.org/>		150.0528234315	C(O)[C@H](O)C(O)C(=O)CO		ZAQJHHRNXZUBTE-WWLRPLJCSA-N	Organic compounds	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Pentoses	Aliphatic acyclic compounds	completed	Fiehn ClassyFire Batch <https://cfb.fiehnlab.ucdavis.edu/>; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache	PlantCyc/PMN local PGDB
CPD-13935	CPD-13935	alpha-1,6-D mannobiose	342.1162115493					C12H22O11			plantcyc <https://plantcyc.org/>	alpha-D-mannosyl-(1->6)-D-mannose	342.1162115493	C2(O)(O[C@H](CO[C@H]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@H](O)1))[C@@H](O)[C@H](O)[C@H](O)2)		DLRVVLDZNNYCBX-FZFXURTHSA-N	Organic compounds	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	O-glycosyl compounds	Aliphatic heteromonocyclic compounds	completed	Fiehn ClassyFire Batch <https://cfb.fiehnlab.ucdavis.edu/>; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache	PlantCyc/PMN local PGDB
NADPHX	NADPHX	NADPHX	763.1016667914					C21H28N7O18P3			plantcyc <https://plantcyc.org/>		763.1016667914	C1(/N(C(O)CCC(/C(=O)N)=1)[C@@H]2(O[C@@H]([C@H]([C@H]2O)O)COP(OP(OC[C@H]5(O[C@@H](N3(C4(\C(\N=C/3)=C(N)/N=C\N=4)))[C@H](OP([O-])(=O)[O-])[C@H](O)5))(=O)[O-])(=O)[O-]))		SZKXTJUOKARGIY-SYZDXSIJSA-J	Organic compounds	Nucleosides, nucleotides, and analogues	Purine nucleotides	Purine nucleotide sugars	Purine nucleotide sugars	Aromatic heteropolycyclic compounds	completed	Fiehn ClassyFire Batch <https://cfb.fiehnlab.ucdavis.edu/>; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache	PlantCyc/PMN local PGDB
All-Biopterines	All-Biopterines	a biopterin	237.0861892454					C9H11N5O3			plantcyc <https://plantcyc.org/>	a 2-amino-4-hydroxy-6-(1,2-dihydroxypropyl)-pteridine	237.0861892454	CC(C(O)C1(\C=N/C2(\N=C(N)/NC(C(/N=1)=2)=O)))O		LHQIJBMDNUYRAM-UHFFFAOYSA-N	Organic compounds	Organoheterocyclic compounds	Pteridines and derivatives	Pterins and derivatives	Biopterins and derivatives	Aromatic heteropolycyclic compounds	completed	Fiehn ClassyFire Batch <https://cfb.fiehnlab.ucdavis.edu/>; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache	PlantCyc/PMN local PGDB
C29-22S-hydroxysteroid	C29-22S-hydroxysteroid	a (22 S )-22-hydroxy-C 29 -steroid	416.4018162913					C29H52O			plantcyc <https://plantcyc.org/>		416.4018162913	CCC(C(C)C)C[C@H](O)C(C)C3(CCC4(C2(CCC1(CCCCC(C)1C2CCC(C)34))))		TVGPNLFBDBNZSL-GPVPRDKBSA-N	Organic compounds	Lipids and lipid-like molecules	Steroids and steroid derivatives	Stigmastanes and derivatives	Stigmastanes and derivatives	Aliphatic homopolycyclic compounds	completed	Fiehn ClassyFire Batch <https://cfb.fiehnlab.ucdavis.edu/>; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache	PlantCyc/PMN local PGDB
CPD-12179	CPD-12179	methylmalonate semialdehyde	102.0316940589					C4H5O3			plantcyc <https://plantcyc.org/>	2-methyl-3-oxopropanoate // CH 3 -malonate-semialdehyde	102.0316940589	CC(C=O)C(=O)[O-]			Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Polyprenols	Polyprenyl phospho carbohydrates	Aliphatic heteromonocyclic compounds	completed	Fiehn ClassyFire Batch <https://cfb.fiehnlab.ucdavis.edu/>; local PlantCyc cache; local PlantCyc cache	PlantCyc/PMN local PGDB
L-RIBULOSE	L-RIBULOSE	L-ribulose	150.0528234315					C5H10O5			plantcyc <https://plantcyc.org/>	ribulose	150.0528234315	C(O)[C@H](O)[C@H](O)C(=O)CO		ZAQJHHRNXZUBTE-UCORVYFPSA-N	Organic compounds	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Pentoses	Aliphatic acyclic compounds	completed	Fiehn ClassyFire Batch <https://cfb.fiehnlab.ucdavis.edu/>; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache	PlantCyc/PMN local PGDB
5-Deoxypentoses	5-Deoxypentoses	a 5-deoxypentose	134.0579088094					C5H10O4			plantcyc <https://plantcyc.org/>		134.0579088094	CC(O)C(O)C(O)C=O		WDRISBUVHBMJEF-UHFFFAOYSA-N	Organic compounds	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Monosaccharides	Aliphatic acyclic compounds	completed	Fiehn ClassyFire Batch <https://cfb.fiehnlab.ucdavis.edu/>; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache	PlantCyc/PMN local PGDB
Jasmonoyl-Valines	Jasmonoyl-Valines	a jasmonoyl-L-valine	309.1940083603					C17H26NO4			plantcyc <https://plantcyc.org/>	a jasmonate-valine // a jasmonic acid-valine // a jasmonic acid-valine conjugate // a jasmonyl-valine // a JA-Val	309.1940083603	CC\C=C/CC1(C(=O)CCC1CC(N[C@@H](C(C)C)C([O-])=O)=O)		LZPFFKBGBPBJAW-KHXRIMTESA-M	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Valine and derivatives	Aliphatic homomonocyclic compounds	completed	Fiehn ClassyFire Batch <https://cfb.fiehnlab.ucdavis.edu/>; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache	PlantCyc/PMN local PGDB
Jasmonoyl-Glutamines	Jasmonoyl-Glutamines	a jasmonoyl-glutamine	338.1841719555					C17H25N2O5			plantcyc <https://plantcyc.org/>	a JA-Gln // a jasmonate-glutamine // a jasmonic acid-glutamine // a jasmonic acid-glutamine conjugate // a jasmonyl-glutamine	338.1841719555	CC\C=C/CC1(C(=O)CCC1CC(N[C@@H](CCC(N)=O)C([O-])=O)=O)		NQOXCBDTLUTPNO-OTFPUDJKSA-M	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	N-acyl-alpha amino acids	Aliphatic homomonocyclic compounds	completed	Fiehn ClassyFire Batch <https://cfb.fiehnlab.ucdavis.edu/>; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache	PlantCyc/PMN local PGDB
Farnesols	Farnesols	a farnesol	222.1983654567					C15H26O			plantcyc <https://plantcyc.org/>		222.1983654567	CC(C)=CCCC(\C)=C/CCC(/C)=C/CO			Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Polyprenols	Polyprenyl phospho carbohydrates	Aliphatic heteromonocyclic compounds	completed	Fiehn ClassyFire Batch <https://cfb.fiehnlab.ucdavis.edu/>; local PlantCyc cache; local PlantCyc cache	PlantCyc/PMN local PGDB
CPD-15991	CPD-15991	D-trehalose 6-phosphate	422.0825419577					C12H21O14P			plantcyc <https://plantcyc.org/>	trehalose phosphate // trehalose 6-phosphate	422.0825419577	C([C@H]1(OC([C@@H]([C@H]([C@@H]1O)O)O)OC2([C@@H]([C@H]([C@@H]([C@H](O2)COP([O-])(=O)[O-])O)O)O)))O			Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Polyprenols	Polyprenyl phospho carbohydrates	Aliphatic heteromonocyclic compounds	completed	Fiehn ClassyFire Batch <https://cfb.fiehnlab.ucdavis.edu/>; local PlantCyc cache; local PlantCyc cache	PlantCyc/PMN local PGDB
HEME_A	HEME_A	heme a	854.3705777152					C49H54N4O6FE			plantcyc <https://plantcyc.org/>		854.3705777152	C=CC4(\C6(/C=C8(C(/C)=C(CCC(=O)[O-])/C1(/N([Fe]35([N+]2(\C(/C(/C=O)=C(CCC(=O)[O-])\C(/C=1)=2)=C/C7(/N3C(\C=C(C(/C)=4)/[N+]\5=6)=C(C(/C)=7)/[C@@H](O)CC/C=C(C)/CC/C=C(C)/CCC=C(C)C))))8))))		RRJCKGQQRUXGQR-PRYGPKJJSA-J							not_found	Fiehn ClassyFire Batch <https://cfb.fiehnlab.ucdavis.edu/>; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache	PlantCyc/PMN local PGDB
DIPHOSPHO-1D-MYO-INOSITOL-TETRAKISPHOSPH	DIPHOSPHO-1D-MYO-INOSITOL-TETRAKISPHOSPH	a diphospho-1D-myo-inositol tetrakisphosphate	659.8613705682					C6H7O24P6			plantcyc <https://plantcyc.org/>		659.8613705682	[C@H]1([C@H]([C@@H]([C@H]([C@@H]([C@H]1OP([O-])(=O)[O-])OP([O-])(=O)[O-])OP([O-])(=O)[O-])OP(=O)([O-])OP([O-])(=O)[O-])OP(=O)([O-])[O-])O		DKLABXZLIOMPIM-YORTWTKJSA-C							not_found	Fiehn ClassyFire Batch <https://cfb.fiehnlab.ucdavis.edu/>; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache	PlantCyc/PMN local PGDB
Inositols	Inositols	an inositol	180.0633881178					C6H12O6			plantcyc <https://plantcyc.org/>	1,2,3,4,5,6-cyclohexanehexol	180.0633881178	C1(O)(C(O)C(O)C(O)C(O)C(O)1)			Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Polyprenols	Polyprenyl phospho carbohydrates	Aliphatic heteromonocyclic compounds	completed	Fiehn ClassyFire Batch <https://cfb.fiehnlab.ucdavis.edu/>; local PlantCyc cache; local PlantCyc cache	PlantCyc/PMN local PGDB
C28-22S-hydroxysteroid	C28-22S-hydroxysteroid	a (22 S )-22-hydroxy-C 28 -steroid	402.3861662271					C28H50O			plantcyc <https://plantcyc.org/>		402.3861662271	CC(C)C(C)C[C@H](O)C(C)C3(CCC4(C2(CCC1(CCCCC(C)1C2CCC(C)34))))		XCYIMZFGSRPMQH-YVXPVVMSSA-N	Organic compounds	Lipids and lipid-like molecules	Steroids and steroid derivatives	Ergostane steroids	Ergostane steroids	Aliphatic homopolycyclic compounds	completed	Fiehn ClassyFire Batch <https://cfb.fiehnlab.ucdavis.edu/>; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache	PlantCyc/PMN local PGDB
L-XYLOSE	L-XYLOSE	L-xylose	150.0528234315					C5H10O5			plantcyc <https://plantcyc.org/>	L-xylo-pentose	150.0528234315	C(=O)[C@@H](O)[C@H](O)[C@@H](O)CO		PYMYPHUHKUWMLA-WISUUJSJSA-N	Organic compounds	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Pentoses	Aliphatic acyclic compounds	completed	Fiehn ClassyFire Batch <https://cfb.fiehnlab.ucdavis.edu/>; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache	PlantCyc/PMN local PGDB
CPD-11797	CPD-11797	2- O -sulfonatolactate	169.9885086152					C3H4O6S			plantcyc <https://plantcyc.org/>	2- O -sulfonatolactic acid // 2-(sulfooxy)propanoic acid // 2-(sulfooxy)propanoate	169.9885086152	CC(C(=O)[O-])OS(=O)(=O)[O-]		CSRZVBCXQYEYKY-UHFFFAOYSA-L							not_found	Fiehn ClassyFire Batch <https://cfb.fiehnlab.ucdavis.edu/>; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache	PlantCyc/PMN local PGDB
CPD-8743	CPD-8743	germacrene A	204.1878007704					C15H24			plantcyc <https://plantcyc.org/>		204.1878007704	C=C(C)C1(CCC(\C)=C/CCC(\C)=C/C1)			Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Polyprenols	Polyprenyl phospho carbohydrates	Aliphatic heteromonocyclic compounds	completed	Fiehn ClassyFire Batch <https://cfb.fiehnlab.ucdavis.edu/>; local PlantCyc cache; local PlantCyc cache	PlantCyc/PMN local PGDB
CPD-538	CPD-538	a serine phosphoethanolamine	228.0511226703					C5H13N2O6P			plantcyc <https://plantcyc.org/>		228.0511226703	C(COP(OCC(C(=O)[O-])[NH3+])([O-])=O)[NH3+]			Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Polyprenols	Polyprenyl phospho carbohydrates	Aliphatic heteromonocyclic compounds	completed	Fiehn ClassyFire Batch <https://cfb.fiehnlab.ucdavis.edu/>; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache	PlantCyc/PMN local PGDB
D-idopyranuronate	D-idopyranuronate	D-idopyranuronate	194.0426526757					C6H9O7			plantcyc <https://plantcyc.org/>	D-idopyranuronic acid	194.0426526757	C([O-])(=O)[C@H]1(OC(O)[C@@H](O)[C@H](O)[C@@H](O)1)		AEMOLEFTQBMNLQ-ISAMGBGPSA-M	Organic compounds	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Glucuronic acid derivatives	Aliphatic heteromonocyclic compounds	completed	Fiehn ClassyFire Batch <https://cfb.fiehnlab.ucdavis.edu/>; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache	PlantCyc/PMN local PGDB
Menthones	Menthones	a menthone	154.1357651999					C10H18O			plantcyc <https://plantcyc.org/>		154.1357651999	CC(C1(CCC(CC1=O)C))C			Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Polyprenols	Polyprenyl phospho carbohydrates	Aliphatic heteromonocyclic compounds	completed	Fiehn ClassyFire Batch <https://cfb.fiehnlab.ucdavis.edu/>; local PlantCyc cache; local PlantCyc cache	PlantCyc/PMN local PGDB
