Lab.ID	BIOCYC.ID	Compound.name	mz	RT	CAS.ID	HMDB.ID	KEGG.ID	Formula	mz.pos	mz.neg	Submitter	Synonyms	monisotopic_molecular_weight	SMILES.ID	INCHI.ID	INCHIKEY.ID	Kingdom	Super_class	Class	Sub_class	direct_parent	molecular_framework	classyfire_status	classyfire_source	source
D-fructofuranose-1-phosphate	D-fructofuranose-1-phosphate	D-fructofuranose 1-phosphate	260.0297185262					C6H11O9P			plantcyc <https://plantcyc.org/>		260.0297185262	C(O)[C@@H]1([C@@H](O)[C@H](O)C(COP([O-])([O-])=O)(O)O1)			Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Polyprenols	Polyprenyl phospho carbohydrates	Aliphatic heteromonocyclic compounds	completed	Fiehn ClassyFire Batch <https://cfb.fiehnlab.ucdavis.edu/>; local PlantCyc cache; local PlantCyc cache	PlantCyc/PMN local PGDB
6-7-Dihydrobiopterins	6-7-Dihydrobiopterins	6,7-dihydrobiopterin	239.1018393096					C9H13N5O3			plantcyc <https://plantcyc.org/>	a 6,7-dihydrobiopterin // quinoid dihydrobiopterin // q-dihydrobiopterin	239.1018393096	CC(O)C(O)C2(CNC1(\C(\C(=O)\N=C(N)/N=1)=N/2))		ZHQJVZLJDXWFFX-UHFFFAOYSA-N	Organic compounds	Organoheterocyclic compounds	Pteridines and derivatives	Pterins and derivatives	Biopterins and derivatives	Aromatic heteropolycyclic compounds	completed	Fiehn ClassyFire Batch <https://cfb.fiehnlab.ucdavis.edu/>; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache	PlantCyc/PMN local PGDB
UDP-N-ACETYL-GALACTOSAMINE	UDP-N-ACETYL-GALACTOSAMINE	UDP- N -acetyl-D-galactosamine	607.081569478					C17H25N3O17P2			plantcyc <https://plantcyc.org/>	UDP- N -acetylgalactosamine // uridine diphosphate N -acetylgalactosamine	607.081569478	CC(N[C@H]3(C(OP(OP(OC[C@@H]2([C@H]([C@H]([C@H](N1(\C=C/C(=O)NC1=O))O2)O)O))(=O)[O-])(=O)[O-])O[C@@H]([C@@H]([C@@H]3O)O)CO))=O		LFTYTUAZOPRMMI-LDDHHVEYSA-L	Organic compounds	Nucleosides, nucleotides, and analogues	Pyrimidine nucleotides	Pyrimidine nucleotide sugars	Pyrimidine nucleotide sugars	Aromatic heteromonocyclic compounds	completed	Fiehn ClassyFire Batch <https://cfb.fiehnlab.ucdavis.edu/>; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache	PlantCyc/PMN local PGDB
3-Hydroxy-11-cis-retinal	3-Hydroxy-11-cis-retinal	11- cis -3-hydroxyretinal	300.208930143					C20H28O2			plantcyc <https://plantcyc.org/>	3-hydroxy-11- cis -retinaldehyde // 3-hydroxy-11- cis -retinal	300.208930143	CC(/C=C/C1(/[C@@](CC(O)CC(/C)=1)(C)C))=C\C=C/C(\C)=C/C=O			Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Polyprenols	Polyprenyl phospho carbohydrates	Aliphatic heteromonocyclic compounds	completed	Fiehn ClassyFire Batch <https://cfb.fiehnlab.ucdavis.edu/>; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache	PlantCyc/PMN local PGDB
L-arabinofuranose	L-arabinofuranose	L-arabinofuranose	150.0528234315					C5H10O5			plantcyc <https://plantcyc.org/>	L-Ara f	150.0528234315	C(O)[C@H]1([C@H](O)[C@@H](O)C(O)O1)		HMFHBZSHGGEWLO-HWQSCIPKSA-N	Organic compounds	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Pentoses	Aliphatic heteromonocyclic compounds	completed	Fiehn ClassyFire Batch <https://cfb.fiehnlab.ucdavis.edu/>; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache	PlantCyc/PMN local PGDB
D-Mannopyranuronate	D-Mannopyranuronate	D-mannopyranuronate	194.0426526757					C6H9O7			plantcyc <https://plantcyc.org/>	D-mannopyranuronic acid	194.0426526757	C([O-])(=O)[C@H]1(OC(O)[C@@H](O)[C@@H](O)[C@H](O)1)		AEMOLEFTQBMNLQ-VANFPWTGSA-M	Organic compounds	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Glucuronic acid derivatives	Aliphatic heteromonocyclic compounds	completed	Fiehn ClassyFire Batch <https://cfb.fiehnlab.ucdavis.edu/>; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache	PlantCyc/PMN local PGDB
Iduronate	Iduronate	iduronate	194.0426526757					C6H9O7			plantcyc <https://plantcyc.org/>	iduronic acid	194.0426526757	C(=O)[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(=O)[O-]		IAJILQKETJEXLJ-SKNVOMKLSA-M	Organic compounds	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Glucuronic acid derivatives	Aliphatic acyclic compounds	completed	Fiehn ClassyFire Batch <https://cfb.fiehnlab.ucdavis.edu/>; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache	PlantCyc/PMN local PGDB
Anthraquinones	Anthraquinones	an anthraquinone	208.052429501					C14H8O2			plantcyc <https://plantcyc.org/>		208.052429501	C1(\C=C/C2(/C(=O)C3(/C=C\C=C/C(/C(=O)C(/C=1)=2)=3)))			Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Polyprenols	Polyprenyl phospho carbohydrates	Aliphatic heteromonocyclic compounds	completed	Fiehn ClassyFire Batch <https://cfb.fiehnlab.ucdavis.edu/>; local PlantCyc cache; local PlantCyc cache	PlantCyc/PMN local PGDB
HEME_C	HEME_C	heme c	686.168389209					C34H34N4O4S2FE			plantcyc <https://plantcyc.org/>		686.168389209	CC3(\C7(\[N+]4(\[Fe]16([N+]5(\C(/C(\C)=C(C(\C=C2(C(/C)=C(CCC(=O)[O-])/C(/N12)=C/C(/C(\CCC(=O)[O-])=3)=4))=5)/C(C)S)=C/C8(/N6C(/C=7)=C(C)/C(/C(C)S)=8))))))		HDADCWOFPYHTMD-IDTMDVKXSA-J							not_found	Fiehn ClassyFire Batch <https://cfb.fiehnlab.ucdavis.edu/>; local PlantCyc cache; local PlantCyc cache	PlantCyc/PMN local PGDB
N-ACETYL-D-GLUCOSAMINE-16-BIS-P	N-ACETYL-D-GLUCOSAMINE-16-BIS-P	N -acetyl-D-glucosamine 1,6-bisphosphate	381.0225980361					C8H13NO12P2			plantcyc <https://plantcyc.org/>	N -acetyl-D-glucosamine-1,6-P 2 // N -acetyl-D-glucosamine-1,6-diphosphate	381.0225980361	CC(=O)N[C@H]1(C(OP([O-])(=O)[O-])O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H](O)1)		WBYIPZVSBSKNQR-RTRLPJTCSA-J	Organic compounds	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Hexose phosphates	Aliphatic heteromonocyclic compounds	completed	Fiehn ClassyFire Batch <https://cfb.fiehnlab.ucdavis.edu/>; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache	PlantCyc/PMN local PGDB
Hexose-1-Phosphate	Hexose-1-Phosphate	a hexose 1-phosphate	260.0297185262					C6H11O9P			plantcyc <https://plantcyc.org/>		260.0297185262	C(O)C1(OC(OP([O-])(=O)[O-])C(O)C(O)C(O)1)		HXXFSFRBOHSIMQ-UHFFFAOYSA-L	Organic compounds	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Monosaccharide phosphates	Aliphatic heteromonocyclic compounds	completed	Fiehn ClassyFire Batch <https://cfb.fiehnlab.ucdavis.edu/>; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache	PlantCyc/PMN local PGDB
L-XYLOSE	L-XYLOSE	L-xylose	150.0528234315					C5H10O5			plantcyc <https://plantcyc.org/>	L-xylo-pentose	150.0528234315	C(=O)[C@@H](O)[C@H](O)[C@@H](O)CO		PYMYPHUHKUWMLA-WISUUJSJSA-N	Organic compounds	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Pentoses	Aliphatic acyclic compounds	completed	Fiehn ClassyFire Batch <https://cfb.fiehnlab.ucdavis.edu/>; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache	PlantCyc/PMN local PGDB
7-Deazapurines	7-Deazapurines	a 7-deazapurine	119.0483471761					C6H5N3			plantcyc <https://plantcyc.org/>		119.0483471761	C2(\N\C=N/C1(\C(/C=C\N=1)=2))			Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Polyprenols	Polyprenyl phospho carbohydrates	Aliphatic heteromonocyclic compounds	completed	Fiehn ClassyFire Batch <https://cfb.fiehnlab.ucdavis.edu/>; local PlantCyc cache; local PlantCyc cache	PlantCyc/PMN local PGDB
CPD-538	CPD-538	a serine phosphoethanolamine	228.0511226703					C5H13N2O6P			plantcyc <https://plantcyc.org/>		228.0511226703	C(COP(OCC(C(=O)[O-])[NH3+])([O-])=O)[NH3+]			Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Polyprenols	Polyprenyl phospho carbohydrates	Aliphatic heteromonocyclic compounds	completed	Fiehn ClassyFire Batch <https://cfb.fiehnlab.ucdavis.edu/>; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache	PlantCyc/PMN local PGDB
Heme-b	Heme-b	heme b	618.1929477006					C34H30N4O4FE			plantcyc <https://plantcyc.org/>		618.1929477006	C=CC4(\C(/C)=C5(\C=C6(C(/C)=C(CCC(=O)[O-])/C7(\C=C8(C(/CCC(=O)[O-])=C(C)/C1(/N([Fe]3(N(C(/C=C2(C(/C)=C(C=C)/C(\C=1)=[N+]2/3))=4)5)([N+]/6=7))8))))))		YHLKGEDAGPGZPN-RGGAHWMASA-J	Organic compounds	Organoheterocyclic compounds	Tetrapyrroles and derivatives	Metallotetrapyrroles	Metalloporphyrins	Aromatic heteropolycyclic compounds	completed	Fiehn ClassyFire Batch <https://cfb.fiehnlab.ucdavis.edu/>; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache	PlantCyc/PMN local PGDB
CPD0-2101	CPD0-2101	5,6,7,8-tetrahydromonapterin	257.1124039959					C9H15N5O4			plantcyc <https://plantcyc.org/>	H 4 -MPt // tetrahydromonapterin	257.1124039959	C1(NC2(/N=C(N)\NC(=O)C(/NC1[C@H](O)[C@@H](O)CO)=2))		XHIXPVCTDRNTTC-YQVKZWHSSA-N	Organic compounds	Organoheterocyclic compounds	Pteridines and derivatives	Pterins and derivatives	Biopterins and derivatives	Aromatic heteropolycyclic compounds	completed	Fiehn ClassyFire Batch <https://cfb.fiehnlab.ucdavis.edu/>; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache	PlantCyc/PMN local PGDB
Jasmonic-Acids	Jasmonic-Acids	a jasmonate	210.1255944441					C12H17O3			plantcyc <https://plantcyc.org/>	a jasmonic acid // a JA	210.1255944441	CC\C=C/CC1(C(=O)CCC1CC([O-])=O)		ZNJFBWYDHIGLCU-ARJAWSKDSA-M	Organic compounds	Lipids and lipid-like molecules	Fatty Acyls	Lineolic acids and derivatives	Jasmonic acids	Aliphatic homomonocyclic compounds	completed	Fiehn ClassyFire Batch <https://cfb.fiehnlab.ucdavis.edu/>; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache	PlantCyc/PMN local PGDB
ALLO-THR	ALLO-THR	DL-allothreonine	119.0582431604					C4H9NO3			plantcyc <https://plantcyc.org/>	allothreonine // allo-thr	119.0582431604	CC(O)C([NH3+])C([O-])=O			Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Polyprenols	Polyprenyl phospho carbohydrates	Aliphatic heteromonocyclic compounds	completed	Fiehn ClassyFire Batch <https://cfb.fiehnlab.ucdavis.edu/>; local PlantCyc cache; local PlantCyc cache	PlantCyc/PMN local PGDB
D-galactofuranose	D-galactofuranose	D-galactofuranose	180.0633881178					C6H12O6			plantcyc <https://plantcyc.org/>		180.0633881178	C(O)[C@@H](O)[C@H]1([C@H](O)[C@@H](O)C(O1)O)		AVVWPBAENSWJCB-RSVSWTKNSA-N	Organic compounds	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Pentoses	Aliphatic heteromonocyclic compounds	completed	Fiehn ClassyFire Batch <https://cfb.fiehnlab.ucdavis.edu/>; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache	PlantCyc/PMN local PGDB
Unsaturated-Pyranuronate	Unsaturated-Pyranuronate	a 4,5-unsaturated pyranuronate	176.0320879894					C6H7O6			plantcyc <https://plantcyc.org/>		176.0320879894	C(C1(\OC(C(C(\C=1)O)O)O))([O-])=O		IAKKJSVSFCTLRY-UHFFFAOYSA-M	Organic compounds	Organic oxygen compounds	Organooxygen compounds	Ethers	Hemiacetals	Aliphatic heteromonocyclic compounds	completed	Fiehn ClassyFire Batch <https://cfb.fiehnlab.ucdavis.edu/>; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache	PlantCyc/PMN local PGDB
N-sulfo-D-glucosamine	N-sulfo-D-glucosamine	N -sulfo-D-glucosamine	259.0361870893					C6H12NO8S			plantcyc <https://plantcyc.org/>	GlcNS // D- N -sulfoglucosamine // GlcN2S	259.0361870893	C(O)[C@@H]1([C@@H](O)[C@H](O)[C@@H](NS(=O)(=O)[O-])C(O)O1)		PRDZVHCOEWJPOB-IVMDWMLBSA-M	Organic compounds	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Hexoses	Aliphatic heteromonocyclic compounds	completed	Fiehn ClassyFire Batch <https://cfb.fiehnlab.ucdavis.edu/>; local PlantCyc cache; local PlantCyc cache	PlantCyc/PMN local PGDB
CPD0-2227	CPD0-2227	an octadecenoyl-CoA (n-C18:1CoA)	1031.3605240149					C39H64N7O17P3S			plantcyc <https://plantcyc.org/>		1031.3605240149	CCCCCCCCCCCCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]		NBCCUIHOHUKBMK-LFZQUHGESA-J	Organic compounds	Lipids and lipid-like molecules	Fatty Acyls	Fatty acyl thioesters	Long-chain 2-enoyl CoAs	Aromatic heteropolycyclic compounds	completed	Fiehn ClassyFire Batch <https://cfb.fiehnlab.ucdavis.edu/>; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache	PlantCyc/PMN local PGDB
C28-22S-hydroxysteroid	C28-22S-hydroxysteroid	a (22 S )-22-hydroxy-C 28 -steroid	402.3861662271					C28H50O			plantcyc <https://plantcyc.org/>		402.3861662271	CC(C)C(C)C[C@H](O)C(C)C3(CCC4(C2(CCC1(CCCCC(C)1C2CCC(C)34))))		XCYIMZFGSRPMQH-YVXPVVMSSA-N	Organic compounds	Lipids and lipid-like molecules	Steroids and steroid derivatives	Ergostane steroids	Ergostane steroids	Aliphatic homopolycyclic compounds	completed	Fiehn ClassyFire Batch <https://cfb.fiehnlab.ucdavis.edu/>; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache	PlantCyc/PMN local PGDB
CPD-26204	CPD-26204	CDP-glycerol	477.054960797					C12H19N3O13P2			plantcyc <https://plantcyc.org/>	rac -CDP-glycerol	477.054960797	C(O)C(O)COP(OP(OC[C@@H]2([C@H]([C@H]([C@H](N1(\C=C/C(/N)=N\C1=O))O2)O)O))(=O)[O-])([O-])=O		HHPOUCCVONEPRK-JANFQQFMSA-L	Organic compounds	Lipids and lipid-like molecules	Glycerophospholipids	CDP-glycerols	CDP-glycerols	Aromatic heteromonocyclic compounds	completed	Fiehn ClassyFire Batch <https://cfb.fiehnlab.ucdavis.edu/>; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache	PlantCyc/PMN local PGDB
L-Guluronate	L-Guluronate	L-guluronate	194.0426526757					C6H9O7			plantcyc <https://plantcyc.org/>		194.0426526757	C(=O)[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(=O)[O-]		IAJILQKETJEXLJ-SQOUGZDYSA-M	Organic compounds	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Glucuronic acid derivatives	Aliphatic acyclic compounds	completed	Fiehn ClassyFire Batch <https://cfb.fiehnlab.ucdavis.edu/>; local PlantCyc cache; local PlantCyc cache	PlantCyc/PMN local PGDB
D-Fucoses	D-Fucoses	D-fucose	164.0684734957					C6H12O5			plantcyc <https://plantcyc.org/>	6-deoxy-D-galactose	164.0684734957	C[C@H]([C@H](O)[C@H](O)[C@H](C=O)O)O		PNNNRSAQSRJVSB-DPYQTVNSSA-N	Organic compounds	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Hexoses	Aliphatic acyclic compounds	completed	Fiehn ClassyFire Batch <https://cfb.fiehnlab.ucdavis.edu/>; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache	PlantCyc/PMN local PGDB
Hexitols	Hexitols	a hexitol	182.079038182					C6H14O6			plantcyc <https://plantcyc.org/>		182.079038182	C(C(C(C(C(CO)O)O)O)O)O			Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Polyprenols	Polyprenyl phospho carbohydrates	Aliphatic heteromonocyclic compounds	completed	Fiehn ClassyFire Batch <https://cfb.fiehnlab.ucdavis.edu/>; local PlantCyc cache; local PlantCyc cache	PlantCyc/PMN local PGDB
12-Hydroxyjasmonates	12-Hydroxyjasmonates	tuberonic acid	226.1205090662					C12H17O4			plantcyc <https://plantcyc.org/>	12-OHJA // 12-hydroxyjasmonic acid // 12-hydroxy-JA // (+/-)-12-hydroxyjasmonate // 12-hydroxy epi-jasmonic acid // 12-hydroxyjasmonate // {(1R,2R)-2-[(2Z)-5-hydroxypent-2-enyl]-3-oxo-cyclopentyl}acetate	226.1205090662	C(O)C\C=C/CC1(C(=O)CCC1CC([O-])=O)		RZGFUGXQKMEMOO-UPHRSURJSA-M	Organic compounds	Lipids and lipid-like molecules	Fatty Acyls	Lineolic acids and derivatives	Jasmonic acids	Aliphatic homomonocyclic compounds	completed	Fiehn ClassyFire Batch <https://cfb.fiehnlab.ucdavis.edu/>; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache	PlantCyc/PMN local PGDB
CPD-11797	CPD-11797	2- O -sulfonatolactate	169.9885086152					C3H4O6S			plantcyc <https://plantcyc.org/>	2- O -sulfonatolactic acid // 2-(sulfooxy)propanoic acid // 2-(sulfooxy)propanoate	169.9885086152	CC(C(=O)[O-])OS(=O)(=O)[O-]		CSRZVBCXQYEYKY-UHFFFAOYSA-L							not_found	Fiehn ClassyFire Batch <https://cfb.fiehnlab.ucdavis.edu/>; local PlantCyc cache; local PlantCyc cache	PlantCyc/PMN local PGDB
D-mannofuranose	D-mannofuranose	D-mannofuranose	180.0633881178					C6H12O6			plantcyc <https://plantcyc.org/>	Manf // D-manno-hexofuranose	180.0633881178	C(O)[C@@H](O)[C@@H]1([C@@H]([C@@H](C(O)O1)O)O)		AVVWPBAENSWJCB-GASJEMHNSA-N	Organic compounds	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Pentoses	Aliphatic heteromonocyclic compounds	completed	Fiehn ClassyFire Batch <https://cfb.fiehnlab.ucdavis.edu/>; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache	PlantCyc/PMN local PGDB
D-Ketohexoses	D-Ketohexoses	a D-ketohexose	180.0633881178					C6H12O6			plantcyc <https://plantcyc.org/>		180.0633881178	C(O)C(=O)C(O)C(O)[C@H](O)CO		BJHIKXHVCXFQLS-GBLJGUNLSA-N	Organic compounds	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Monosaccharides	Aliphatic acyclic compounds	completed	Fiehn ClassyFire Batch <https://cfb.fiehnlab.ucdavis.edu/>; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache	PlantCyc/PMN local PGDB
UDP-L-ARABINOSE	UDP-L-ARABINOSE	UDP-L-arabinose	536.0444556902					C14H20N2O16P2			plantcyc <https://plantcyc.org/>	UDP-arabinose // UDP-beta-L-arabinose	536.0444556902	C3(OC(OP(OP(OC[C@@H]2([C@H]([C@H]([C@H](N1(\C=C/C(=O)NC1=O))O2)O)O))(=O)[O-])(=O)[O-])[C@H](O)[C@@H](O)[C@@H](O)3)		DQQDLYVHOTZLOR-OKQNPRBNSA-L	Organic compounds	Nucleosides, nucleotides, and analogues	Pyrimidine nucleotides	Pyrimidine ribonucleotides	Pyrimidine ribonucleoside diphosphates	Aromatic heteromonocyclic compounds	completed	Fiehn ClassyFire Batch <https://cfb.fiehnlab.ucdavis.edu/>; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache	PlantCyc/PMN local PGDB
Mannuronate	Mannuronate	mannuronate	194.0426526757					C6H9O7			plantcyc <https://plantcyc.org/>		194.0426526757	C(=O)[C@H]([C@@H](O)[C@H](O)[C@@H](C([O-])=O)O)O		IAJILQKETJEXLJ-MBMOQRBOSA-M	Organic compounds	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Glucuronic acid derivatives	Aliphatic acyclic compounds	completed	Fiehn ClassyFire Batch <https://cfb.fiehnlab.ucdavis.edu/>; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache	PlantCyc/PMN local PGDB
CPD-15978	CPD-15978	D-cellobiose 6'-phosphate	422.0825419577					C12H21O14P			plantcyc <https://plantcyc.org/>	D-cellobiose-6'-p // 6'-phospho-beta-D-glucosyl-(1,4)-D-glucose	422.0825419577	C(O)[C@H]1(OC([C@@H]([C@H]([C@@H]1O[C@H]2([C@@H]([C@H]([C@@H]([C@H](O2)COP([O-])(=O)[O-])O)O)O))O)O)O)											PlantCyc/PMN local PGDB
CPD-19426	CPD-19426	noroxomaritidine	271.1208434172					C16H17NO3			plantcyc <https://plantcyc.org/>	8-hydroxy-9-methoxy-4,4a-dihydro-3H,6H-5,10b-ethanophenanthridin-3-one	271.1208434172	COC4(/C=C1(C(/CN3(CCC21(\C=C/C(CC23)=O)))=C\C(\O)=4))		VEXDOCFQMVMPHJ-UHFFFAOYSA-N	Organic compounds	Organoheterocyclic compounds	Quinolines and derivatives	Benzoquinolines	Phenanthridines and derivatives	Aromatic heteropolycyclic compounds	completed	Fiehn ClassyFire Batch <https://cfb.fiehnlab.ucdavis.edu/>; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache	PlantCyc/PMN local PGDB
CPD-10247	CPD-10247	6-sulfo-D-quinovose	244.025288052					C6H11O8S			plantcyc <https://plantcyc.org/>	sulphoquinovose // 6-deoxy-6-sulfoglucose // 6-deoxy-6-sulfo-D-glucopyranose // sulfoquinovose // D-sulfoquinovose	244.025288052	C([C@H]1(OC(O)[C@H](O)[C@@H](O)[C@H](O)1))S(=O)(=O)[O-]		QFBWOLBPVQLZEH-GASJEMHNSA-M	Organic compounds	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Hexoses	Aliphatic heteromonocyclic compounds	completed	Fiehn ClassyFire Batch <https://cfb.fiehnlab.ucdavis.edu/>; local PlantCyc cache; local PlantCyc cache	PlantCyc/PMN local PGDB
Jasmonoyl-ACCs	Jasmonoyl-ACCs	a jasmonoyl-1-aminocyclopropane-1 carboxylate	293.1627082319					C16H22NO4			plantcyc <https://plantcyc.org/>	a jasmonyl-1-aminocyclopropane-1 carboxylic acid // a JA-ACC // a jasmonate-ACC // a jasmonyl-1-aminocyclopropanecarboxylate // a jasmonyl-1-aminocyclopropane-1 carboxylate	293.1627082319	CC\C=C/CC1(C(=O)CCC1CC(NC2(CC2)C([O-])=O)=O)		TVRBFBSVUYCAKT-ARJAWSKDSA-M	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	N-acyl-L-alpha-amino acids	Aliphatic homomonocyclic compounds	completed	Fiehn ClassyFire Batch <https://cfb.fiehnlab.ucdavis.edu/>; local PlantCyc cache; local PlantCyc cache	PlantCyc/PMN local PGDB
CPD0-2661	CPD0-2661	2/3- O -Ac-alpha-L-Fuc-(1->3)-alpha-D-Glc-PP-Und	1276.7531252551					C69H112O17P2			plantcyc <https://plantcyc.org/>	2/3- O -acetyl-alpha-L-fucosyl-(1->3)-alpha-D-glucopyranosyl-diphosphoundecaprenol	1276.7531252551	C\C=C(C)/CC\C=C(C)/CC\C=C(C)/CC\C=C(C)/CC\C=C(C)/CC\C=C(C)/CC\C=C(C)/CC\C=C(C)/CC/C=C(C)/CC/C=C(C)/CC/C=C(C)/COP(=O)([O-])OP(=O)([O-])O[C@H]2(O[C@H](CO)[C@@H](O)[C@H](O[C@H]1([C@H]([C@@H]([C@@H]([C@@H](O1)C)O)O)OC(=O)C))[C@@H](O)2)		XPRNJLLLULBNCK-UQDQIWAQSA-L	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Polyterpenoids	Polyterpenoids	Aliphatic heteromonocyclic compounds	completed	Fiehn ClassyFire Batch <https://cfb.fiehnlab.ucdavis.edu/>	PlantCyc/PMN local PGDB
CPDQT-421	CPDQT-421	&xi;-progoitrin	389.0450372161					C11H18NO10S2			plantcyc <https://plantcyc.org/>	2-hydroxy-but-3-enyl-glucosinolate	389.0450372161	C=CC(O)CC(\S[C@@H]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)1))=N\OS(=O)(=O)[O-]		MYHSVHWQEVDFQT-KIKSCADISA-M	Organic compounds	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Monosaccharides	Aliphatic heteromonocyclic compounds	completed	Fiehn ClassyFire Batch <https://cfb.fiehnlab.ucdavis.edu/>; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache	PlantCyc/PMN local PGDB
Jasmonoyl-Glutamines	Jasmonoyl-Glutamines	a jasmonoyl-glutamine	338.1841719555					C17H25N2O5			plantcyc <https://plantcyc.org/>	a JA-Gln // a jasmonate-glutamine // a jasmonic acid-glutamine // a jasmonic acid-glutamine conjugate // a jasmonyl-glutamine	338.1841719555	CC\C=C/CC1(C(=O)CCC1CC(N[C@@H](CCC(N)=O)C([O-])=O)=O)		NQOXCBDTLUTPNO-OTFPUDJKSA-M	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	N-acyl-alpha amino acids	Aliphatic homomonocyclic compounds	completed	Fiehn ClassyFire Batch <https://cfb.fiehnlab.ucdavis.edu/>; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache; local PlantCyc cache	PlantCyc/PMN local PGDB
